title,car_make,car_model,year_cleaned,mileage_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,region,is_dealer,dealer_name,days_listed,price_cleaned,predicted_value,value_difference,url
Nissan Leaf,Nissan,Leaf,2019.0,147000.0,385.0,12.0,1.0,0.0,0.0,Ukjent,Oslo/Akershus,1.0,BILNETT AS,0,99999.0,106823,6824,https://www.finn.no/mobility/item/439363609
Nissan Leaf,Nissan,Leaf,2021.0,57829.0,270.0,13.333333333333334,1.0,0.0,1.0,Ukjent,Annet,1.0,Mobile Elverum AS,0,149000.0,155796,6796,https://www.finn.no/mobility/item/453607057
Nissan Leaf,Nissan,Leaf,2018.0,72500.0,250.0,1.9,1.0,0.0,0.0,Tekna,Annet,0.0,,0,114147.0,120830,6683,https://www.finn.no/mobility/item/293259020
Nissan Leaf,Nissan,Leaf,2018.0,71000.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Vestland,1.0,Car4Sale AS,0,114900.0,121482,6582,https://www.finn.no/mobility/item/452774661
Nissan Leaf,Nissan,Leaf,2018.0,138000.0,270.0,24.1,5.0,0.0,0.0,Ukjent,Annet,1.0,Christian Aasbø AS,0,89532.0,96102,6570,https://www.finn.no/mobility/item/452703867
Nissan Leaf,Nissan,Leaf,2019.0,77000.0,385.0,12.0,1.0,0.0,1.0,Tekna,Østfold,1.0,ØSTFOLD AUTO AS,0,159000.0,165510,6510,https://www.finn.no/mobility/item/443291527
Nissan Leaf,Nissan,Leaf,2023.0,45800.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,0.0,,0,232129.0,238625,6496,https://www.finn.no/mobility/item/350481760
Nissan Leaf,Nissan,Leaf,2021.0,57232.0,270.0,13.566666666666666,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Birger N. Haug AS Lillestrøm,0,149900.0,156368,6468,https://www.finn.no/mobility/item/448529309
Nissan Leaf,Nissan,Leaf,2020.0,57978.0,385.0,12.0,1.0,0.0,1.0,N-Connecta,Annet,1.0,Storhamar Bil AS,0,169000.0,175429,6429,https://www.finn.no/mobility/item/452796100
Nissan Leaf,Nissan,Leaf,2018.0,134007.0,270.0,17.566666666666666,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,99000.0,105418,6418,https://www.finn.no/mobility/item/450178852
Nissan Leaf,Nissan,Leaf,2021.0,55000.0,270.0,18.433333333333334,1.0,0.0,1.0,N-Connecta,Vestland,0.0,,0,149434.0,155819,6385,https://www.finn.no/mobility/item/438114627
Nissan Leaf,Nissan,Leaf,2018.0,112200.0,270.0,20.83333333333333,3.0,0.0,0.0,Ukjent,Annet,0.0,,0,104532.0,110903,6371,https://www.finn.no/mobility/item/450819789
Nissan Leaf,Nissan,Leaf,2020.0,64363.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,1.0,PANORAMA AUTO AS,0,173900.0,180193,6293,https://www.finn.no/mobility/item/444938061
Nissan Leaf,Nissan,Leaf,2024.0,39959.0,395.0,22.566666666666663,1.0,0.0,1.0,N-Connecta,Annet,1.0,Mobile Autopartner AS,0,249900.0,256190,6290,https://www.finn.no/mobility/item/451659147
Nissan Leaf,Nissan,Leaf,2018.0,62000.0,270.0,24.2,3.0,0.0,0.0,Ukjent,Annet,0.0,,0,124432.0,130717,6285,https://www.finn.no/mobility/item/452431158
Nissan Leaf,Nissan,Leaf,2020.0,82000.0,270.0,12.0,1.0,0.0,1.0,Tekna,Østfold,1.0,Brennes Auto AS,0,149900.0,156123,6223,https://www.finn.no/mobility/item/449498743
Nissan Leaf,Nissan,Leaf,2021.0,46000.0,270.0,12.0,1.0,0.0,1.0,Acenta,Trøndelag,1.0,Trøndelag Bil AS,0,159900.0,166052,6152,https://www.finn.no/mobility/item/447198450
Nissan Leaf,Nissan,Leaf,2023.0,25000.0,278.0,20.166666666666668,1.0,0.0,1.0,Ukjent,Rogaland,1.0,Ålgårds Auto AS,0,209000.0,215146,6146,https://www.finn.no/mobility/item/453445416
Nissan Leaf,Nissan,Leaf,2021.0,94849.0,385.0,11.4,1.0,0.0,1.0,Ukjent,Annet,1.0,Mobile Hamar AS,0,169000.0,175072,6072,https://www.finn.no/mobility/item/449813236
Nissan Leaf,Nissan,Leaf,2018.0,162000.0,270.0,21.5,2.0,0.0,0.0,Ukjent,Annet,0.0,,0,84532.0,90597,6065,https://www.finn.no/mobility/item/444983194
Nissan Leaf,Nissan,Leaf,2020.0,56400.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,AUTOVAULT AS,0,169900.0,175927,6027,https://www.finn.no/mobility/item/450460112
Nissan Leaf,Nissan,Leaf,2022.0,46866.0,285.0,12.0,1.0,0.0,1.0,Visia,Sørlandet,1.0,Gumpen Motor,0,169000.0,175001,6001,https://www.finn.no/mobility/item/452972769
Nissan Leaf,Nissan,Leaf,2018.0,42011.0,270.0,23.266666666666666,1.0,0.0,0.0,N-Connecta,Vestland,0.0,,0,123434.0,129304,5870,https://www.finn.no/mobility/item/442523970
Nissan Leaf,Nissan,Leaf,2018.0,69000.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,1.0,NORDIC BIL AS,0,119900.0,125751,5851,https://www.finn.no/mobility/item/441717379
Nissan Leaf,Nissan,Leaf,2018.0,112800.0,270.0,6.3,2.0,0.0,0.0,Ukjent,Rogaland,0.0,,0,94999.0,100803,5804,https://www.finn.no/mobility/item/452577174
Nissan Leaf,Nissan,Leaf,2018.0,156544.0,270.0,16.633333333333333,8.0,0.0,0.0,Tekna,Vestland,0.0,,0,89532.0,95290,5758,https://www.finn.no/mobility/item/451418086
Nissan Leaf,Nissan,Leaf,2022.0,34000.0,284.0,12.0,1.0,0.0,1.0,Acenta,Annet,1.0,Auto 8-8 Ålesund AS,0,179000.0,184724,5724,https://www.finn.no/mobility/item/450892849
Nissan Leaf,Nissan,Leaf,2015.0,75000.0,385.0,23.166666666666668,2.0,0.0,0.0,Ukjent,Rogaland,0.0,,0,59532.0,65241,5709,https://www.finn.no/mobility/item/452441357
Nissan Leaf,Nissan,Leaf,2016.0,58660.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,ASKER BRUKTBIL AS,0,64729.0,70429,5700,https://www.finn.no/mobility/item/443806803
Nissan Leaf,Nissan,Leaf,2019.0,51979.0,385.0,12.0,2.0,0.0,1.0,Ukjent,Sørlandet,1.0,AUTO COMPANY AS,0,129900.0,135574,5674,https://www.finn.no/mobility/item/453473376
Nissan Leaf,Nissan,Leaf,2022.0,22127.0,285.0,8.266666666666667,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Mobile Drammen AS,0,167900.0,173569,5669,https://www.finn.no/mobility/item/452530617
Nissan Leaf,Nissan,Leaf,2018.0,153500.0,270.0,7.0,3.0,0.0,0.0,Ukjent,Oslo/Akershus,0.0,,0,84532.0,90177,5645,https://www.finn.no/mobility/item/451546128
Nissan Leaf,Nissan,Leaf,2022.0,50300.0,278.0,5.733333333333333,1.0,0.0,1.0,N-Connecta,Vestland,1.0,Møller Bil Bruktbilsenter Bergen,0,174900.0,180520,5620,https://www.finn.no/mobility/item/451945542
Nissan Leaf,Nissan,Leaf,2021.0,84961.0,385.0,12.0,2.0,0.0,1.0,N-Connecta,Vestland,1.0,BILHUB AS,0,179000.0,184558,5558,https://www.finn.no/mobility/item/451307221
Nissan Leaf,Nissan,Leaf,2018.0,104200.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Vestland,1.0,Kverneland Bil AS | Ford Åsane,0,109000.0,114528,5528,https://www.finn.no/mobility/item/451617666
Nissan Leaf,Nissan,Leaf,2022.0,53000.0,270.0,12.0,1.0,0.0,1.0,Tekna,Vestland,1.0,Motor Forum Bergen,0,179900.0,185380,5480,https://www.finn.no/mobility/item/439373597
Nissan Leaf,Nissan,Leaf,2019.0,91000.0,270.0,23.433333333333334,2.0,0.0,0.0,Tekna,Rogaland,0.0,,0,125000.0,130404,5404,https://www.finn.no/mobility/item/451234166
Nissan Leaf,Nissan,Leaf,2018.0,109000.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Sørlandet,1.0,Car4Sale AS,0,110000.0,115377,5377,https://www.finn.no/mobility/item/434386338
Nissan Leaf,Nissan,Leaf,2017.0,82150.0,385.0,16.1,1.0,0.0,0.0,Tekna,Annet,1.0,Birger N. Haug AS avd Gardermoen Outlet,0,69900.0,75269,5369,https://www.finn.no/mobility/item/452668681
Nissan Leaf,Nissan,Leaf,2019.0,99429.0,385.0,12.0,1.0,0.0,0.0,Tekna,Annet,0.0,,0,158532.0,163878,5346,https://www.finn.no/mobility/item/451690348
Nissan Leaf,Nissan,Leaf,2020.0,82495.0,270.0,3.2666666666666666,1.0,0.0,0.0,Tekna,Nord-Norge,0.0,,0,149900.0,155221,5321,https://www.finn.no/mobility/item/447045985
Nissan Leaf,Nissan,Leaf,2020.0,19000.0,271.0,6.5,1.0,0.0,1.0,Ukjent,Annet,1.0,Polar Bil AS,0,162434.0,167712,5278,https://www.finn.no/mobility/item/380169385
Nissan Leaf,Nissan,Leaf,2018.0,75355.0,385.0,23.8,1.0,0.0,1.0,Ukjent,Vestland,1.0,Birger N Haug AS avd Røyken,0,114900.0,120087,5187,https://www.finn.no/mobility/item/453518885
Nissan Leaf,Nissan,Leaf,2022.0,97500.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,1.0,Car4Sale AS,0,179900.0,185071,5171,https://www.finn.no/mobility/item/450141287
Nissan Leaf,Nissan,Leaf,2020.0,39900.0,270.0,7.2,1.0,0.0,1.0,Tekna,Annet,0.0,,0,154900.0,160067,5167,https://www.finn.no/mobility/item/443360380
Nissan Leaf,Nissan,Leaf,2022.0,43508.0,385.0,12.0,1.0,0.0,1.0,N-Connecta,Oslo/Akershus,1.0,RSA BIL Oslo,0,214900.0,220066,5166,https://www.finn.no/mobility/item/447348827
Nissan Leaf,Nissan,Leaf,2018.0,100000.0,385.0,12.0,1.0,0.0,0.0,Tekna,Annet,1.0,Resale AS,0,109900.0,115056,5156,https://www.finn.no/mobility/item/450688659
Nissan Leaf,Nissan,Leaf,2017.0,90000.0,385.0,22.7,1.0,0.0,1.0,Ukjent,Annet,1.0,LANGHUS BIL OG KAROSSERI AS,0,79999.0,85027,5028,https://www.finn.no/mobility/item/446113284
Nissan Leaf,Nissan,Leaf,2020.0,125000.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Østfold,1.0,Brennes Auto AS,0,129000.0,133983,4983,https://www.finn.no/mobility/item/447297338
Nissan Leaf,Nissan,Leaf,2024.0,23500.0,280.0,28.2,1.0,0.0,1.0,N-Connecta,Nord-Norge,1.0,Traasdahl AS,0,224900.0,229846,4946,https://www.finn.no/mobility/item/452536824
Nissan Leaf,Nissan,Leaf,2021.0,92000.0,385.0,12.0,1.0,0.0,0.0,Tekna,Annet,1.0,Røhneselmer AS avd. Lier,0,179900.0,184834,4934,https://www.finn.no/mobility/item/451895506
Nissan Leaf,Nissan,Leaf,2018.0,92440.0,270.0,6.0,2.0,0.0,0.0,N-Connecta,Annet,0.0,,0,114532.0,119431,4899,https://www.finn.no/mobility/item/453303332
Nissan Leaf,Nissan,Leaf,2023.0,25765.0,395.0,13.733333333333333,1.0,0.0,1.0,N-Connecta,Vestfold/Telemark,1.0,Møller Bil Tønsberg,0,239000.0,243867,4867,https://www.finn.no/mobility/item/450427542
Nissan Leaf,Nissan,Leaf,2020.0,109000.0,270.0,24.066666666666663,1.0,0.0,1.0,Ukjent,Vestland,1.0,Birger N Haug AS avd Røyken,0,124900.0,129760,4860,https://www.finn.no/mobility/item/453501608
Nissan Leaf,Nissan,Leaf,2016.0,144000.0,385.0,12.0,2.0,0.0,1.0,Acenta,Trøndelag,1.0,Bilmekka AS,0,58900.0,63734,4834,https://www.finn.no/mobility/item/452760694
Nissan Leaf,Nissan,Leaf,2022.0,35929.0,395.0,10.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Birger N. Haug AS avd. Oslo,0,224900.0,229714,4814,https://www.finn.no/mobility/item/445913769
Nissan Leaf,Nissan,Leaf,2018.0,56393.0,385.0,24.2,1.0,0.0,1.0,Ukjent,Vestland,1.0,Sande Auto Vest AS,0,129000.0,133789,4789,https://www.finn.no/mobility/item/453559752
Nissan Leaf,Nissan,Leaf,2019.0,76900.0,385.0,21.166666666666668,2.0,0.0,0.0,Tekna,Annet,0.0,,0,164900.0,169552,4652,https://www.finn.no/mobility/item/452269024
Nissan Leaf,Nissan,Leaf,2020.0,44000.0,385.0,-24.53333333333333,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,1.0,RS Bilsenter AS,0,173532.0,178126,4594,https://www.finn.no/mobility/item/452379736
Nissan Leaf,Nissan,Leaf,2019.0,93600.0,270.0,15.666666666666666,2.0,0.0,0.0,Ukjent,Rogaland,0.0,,0,124532.0,129093,4561,https://www.finn.no/mobility/item/453110097
Nissan Leaf,Nissan,Leaf,2018.0,90400.0,270.0,22.7,2.0,0.0,1.0,Tekna,Vestland,0.0,,0,119900.0,124445,4545,https://www.finn.no/mobility/item/447098165
Nissan Leaf,Nissan,Leaf,2019.0,218000.0,270.0,15.1,3.0,0.0,0.0,Ukjent,Oslo/Akershus,1.0,JuTo Bil AS,0,74532.0,78984,4452,https://www.finn.no/mobility/item/448811395
Nissan Leaf,Nissan,Leaf,2018.0,97000.0,270.0,-0.1333333333333333,1.0,0.0,0.0,Tekna,Annet,1.0,Rebil Salgshjelp,0,115566.0,119995,4429,https://www.finn.no/mobility/item/439695345
Nissan Leaf,Nissan,Leaf,2024.0,26900.0,278.0,12.0,1.0,0.0,1.0,N-Connecta,Vestland,1.0,AutoSwap AS,0,219800.0,224129,4329,https://www.finn.no/mobility/item/451611149
Nissan Leaf,Nissan,Leaf,2021.0,29686.0,385.0,-2.466666666666667,1.0,0.0,1.0,N-Connecta,Oslo/Akershus,1.0,Mobile Drammen AS,0,164900.0,169210,4310,https://www.finn.no/mobility/item/452530054
Nissan Leaf,Nissan,Leaf,2020.0,106855.0,270.0,21.066666666666663,1.0,0.0,0.0,Tekna,Rogaland,0.0,,0,129532.0,133758,4226,https://www.finn.no/mobility/item/447207988
Nissan Leaf,Nissan,Leaf,2018.0,155000.0,220.0,15.066666666666666,1.0,0.0,0.0,Ukjent,Vestfold/Telemark,0.0,,0,91532.0,95709,4177,https://www.finn.no/mobility/item/449909764
Nissan Leaf,Nissan,Leaf,2020.0,60000.0,385.0,8.366666666666667,1.0,0.0,1.0,N-Connecta,Vestland,1.0,Sande Auto AS Åsane (Sandegruppen),0,179000.0,183129,4129,https://www.finn.no/mobility/item/441988167
Nissan Leaf,Nissan,Leaf,2016.0,99000.0,180.0,22.666666666666668,1.0,0.0,0.0,Tekna,Annet,1.0,Hasa Bil AS,0,59000.0,63101,4101,https://www.finn.no/mobility/item/444967699
Nissan Leaf,Nissan,Leaf,2020.0,88000.0,270.0,18.2,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,139000.0,143083,4083,https://www.finn.no/mobility/item/426670130
Nissan Leaf,Nissan,Leaf,2024.0,36056.0,278.0,12.0,1.0,0.0,1.0,N-Connecta,Annet,1.0,Elverumbil AS,0,215000.0,219080,4080,https://www.finn.no/mobility/item/452792743
Nissan Leaf,Nissan,Leaf,2016.0,102000.0,149.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,Åsane Bil AS,0,51942.0,55935,3993,https://www.finn.no/mobility/item/448050477
Nissan Leaf,Nissan,Leaf,2021.0,115272.0,385.0,12.0,1.0,0.0,1.0,N-Connecta,Annet,1.0,Storhamar Bil AS,0,159000.0,162986,3986,https://www.finn.no/mobility/item/450725123
Nissan Leaf,Nissan,Leaf,2020.0,87000.0,270.0,12.0,2.0,0.0,0.0,Tekna,Annet,1.0,RO AUTO AS,0,144900.0,148867,3967,https://www.finn.no/mobility/item/447647058
Nissan Leaf,Nissan,Leaf,2018.0,105000.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,GUDBRANDSDALEN BIL AS,0,109000.0,112925,3925,https://www.finn.no/mobility/item/442921417
Nissan Leaf,Nissan,Leaf,2020.0,29300.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Rogaland,1.0,Broom Bil AS,0,159800.0,163697,3897,https://www.finn.no/mobility/item/451550613
Nissan Leaf,Nissan,Leaf,2024.0,30333.0,278.0,25.6,1.0,0.0,1.0,N-Connecta,Annet,1.0,"Birger N. Haug, Hovinmovegen 6, 2060 Gardermoen",0,229800.0,233696,3896,https://www.finn.no/mobility/item/453596634
Nissan Leaf,Nissan,Leaf,2022.0,43900.0,270.0,12.0,1.0,0.0,1.0,Tekna,Østfold,1.0,Brennes Auto AS,0,199900.0,203735,3835,https://www.finn.no/mobility/item/438823280
Nissan Leaf,Nissan,Leaf,2022.0,40100.0,385.0,12.0,1.0,0.0,1.0,N-Connecta,Østfold,1.0,Sulland Bil Askim,0,218900.0,222684,3784,https://www.finn.no/mobility/item/452491086
Nissan Leaf,Nissan,Leaf,2022.0,43900.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Vestland,1.0,Kverneland Bil AS | Ford Åsane,0,189000.0,192747,3747,https://www.finn.no/mobility/item/450917952
Nissan Leaf,Nissan,Leaf,2022.0,37300.0,270.0,22.366666666666667,1.0,0.0,1.0,Ukjent,Annet,0.0,,0,169900.0,173606,3706,https://www.finn.no/mobility/item/342913155
Nissan Leaf,Nissan,Leaf,2020.0,105860.0,385.0,-0.1333333333333333,4.0,0.0,0.0,Ukjent,Oslo/Akershus,0.0,,0,159532.0,163204,3672,https://www.finn.no/mobility/item/450804957
Nissan Leaf,Nissan,Leaf,2023.0,78012.0,395.0,11.3,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Birger N. Haug Ski,0,219900.0,223526,3626,https://www.finn.no/mobility/item/453065682
Nissan Leaf,Nissan,Leaf,2018.0,59900.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,AUTO 24/7 AS,0,129999.0,133617,3618,https://www.finn.no/mobility/item/452350048
Nissan Leaf,Nissan,Leaf,2020.0,70305.0,385.0,9.566666666666666,1.0,0.0,0.0,N-Connecta,Annet,1.0,Birger N. Haug AS avd Gardermoen Outlet,0,179900.0,183471,3571,https://www.finn.no/mobility/item/452823629
Nissan Leaf,Nissan,Leaf,2021.0,63200.0,385.0,12.0,1.0,0.0,1.0,Acenta,Østfold,1.0,Mobility Halden AS,0,189000.0,192539,3539,https://www.finn.no/mobility/item/451641454
Nissan Leaf,Nissan,Leaf,2018.0,43800.0,270.0,12.0,1.0,0.0,1.0,Tekna,Annet,1.0,Rebil,0,134000.0,137526,3526,https://www.finn.no/mobility/item/446109672
Nissan Leaf,Nissan,Leaf,2024.0,44723.0,395.0,23.5,1.0,0.0,1.0,N-Connecta,Oslo/Akershus,1.0,Birger N. Haug Ski,0,252900.0,256393,3493,https://www.finn.no/mobility/item/453065943
Nissan Leaf,Nissan,Leaf,2018.0,71100.0,385.0,12.0,1.0,0.0,0.0,Ukjent,Oslo/Akershus,1.0,SEBIL AS,0,119990.0,123452,3462,https://www.finn.no/mobility/item/450477915
Nissan Leaf,Nissan,Leaf,2021.0,151000.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,AUTO REFRANCE AS,0,149999.0,153460,3461,https://www.finn.no/mobility/item/452985303
Nissan Leaf,Nissan,Leaf,2021.0,26388.0,385.0,11.6,1.0,0.0,1.0,Tekna,Annet,1.0,Mobile Kongsvinger,0,168900.0,172345,3445,https://www.finn.no/mobility/item/453617429
Nissan Leaf,Nissan,Leaf,2023.0,41388.0,395.0,12.033333333333331,1.0,0.0,1.0,N-Connecta,Oslo/Akershus,1.0,Mobile Skøyen AS,0,238900.0,242329,3429,https://www.finn.no/mobility/item/453423697
Nissan Leaf,Nissan,Leaf,2020.0,37700.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Trøndelag,1.0,Aage Vold Autosalg AS,0,189000.0,192424,3424,https://www.finn.no/mobility/item/451771479
Nissan Leaf,Nissan,Leaf,2022.0,63000.0,270.0,5.0,1.0,0.0,1.0,Ukjent,Annet,0.0,,0,174532.0,177889,3357,https://www.finn.no/mobility/item/445441910
Nissan Leaf,Nissan,Leaf,2020.0,100854.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,1.0,Brennes Auto AS,0,136900.0,140183,3283,https://www.finn.no/mobility/item/450878906
Nissan Leaf,Nissan,Leaf,2019.0,115400.0,270.0,12.0,1.0,0.0,1.0,Tekna,Rogaland,1.0,Stavanger Autosalg AS,0,119000.0,122257,3257,https://www.finn.no/mobility/item/451332988
Nissan Leaf,Nissan,Leaf,2018.0,80925.0,240.0,23.53333333333333,2.0,0.0,0.0,Ukjent,Nord-Norge,0.0,,0,119532.0,122743,3211,https://www.finn.no/mobility/item/451797283
Nissan Leaf,Nissan,Leaf,2019.0,82950.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Motor Forum Drammen,0,128000.0,131115,3115,https://www.finn.no/mobility/item/450427688
Nissan Leaf,Nissan,Leaf,2023.0,84811.0,278.0,10.666666666666666,1.0,0.0,1.0,Ukjent,Annet,1.0,Mobile Hamar AS,0,169000.0,172082,3082,https://www.finn.no/mobility/item/452833845
Nissan Leaf,Nissan,Leaf,2018.0,124500.0,270.0,12.0,2.0,0.0,1.0,Ukjent,Rogaland,1.0,Motorhead Auto AS,0,109000.0,112070,3070,https://www.finn.no/mobility/item/450570852
Nissan Leaf,Nissan,Leaf,2020.0,47500.0,270.0,-0.0333333333333333,1.0,0.0,1.0,Ukjent,Rogaland,1.0,Ålgårds Auto AS,0,159000.0,162053,3053,https://www.finn.no/mobility/item/452575568
Nissan Leaf,Nissan,Leaf,2023.0,32300.0,278.0,12.0,1.0,0.0,1.0,N-Connecta,Vestland,1.0,"Frydenbø Bil, Førde ± Halbrendsøyra",0,209000.0,212046,3046,https://www.finn.no/mobility/item/452939776
Nissan Leaf,Nissan,Leaf,2016.0,84895.0,160.0,8.0,1.0,0.0,1.0,Acenta,Østfold,1.0,Japan Auto AS,0,52000.0,55025,3025,https://www.finn.no/mobility/item/441171216
Nissan Leaf,Nissan,Leaf,2021.0,85000.0,385.0,12.0,1.0,0.0,1.0,N-Connecta,Vestfold/Telemark,1.0,STAR BIL AS,0,179000.0,182010,3010,https://www.finn.no/mobility/item/448242354
Nissan Leaf,Nissan,Leaf,2020.0,83775.0,385.0,23.5,1.0,0.0,1.0,Tekna,Sørlandet,1.0,Gumpens Auto Vest AS,0,179000.0,181998,2998,https://www.finn.no/mobility/item/447217421
Nissan Leaf,Nissan,Leaf,2020.0,93800.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Rogaland,1.0,Auto V AS,0,139900.0,142876,2976,https://www.finn.no/mobility/item/451951026
Nissan Leaf,Nissan,Leaf,2017.0,121900.0,250.0,11.433333333333334,1.0,0.0,1.0,Ukjent,Sørlandet,1.0,ELBILFORMIDLING AS,0,59900.0,62865,2965,https://www.finn.no/mobility/item/448698658
Nissan Leaf,Nissan,Leaf,2021.0,27900.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Trøndelag,1.0,Aage Vold Autosalg AS,0,169000.0,171962,2962,https://www.finn.no/mobility/item/448394611
Nissan Leaf,Nissan,Leaf,2017.0,103700.0,385.0,11.766666666666667,3.0,0.0,0.0,Tekna,Oslo/Akershus,1.0,Bilnor Outlet,0,55000.0,57961,2961,https://www.finn.no/mobility/item/453415743
Nissan Leaf,Nissan,Leaf,2017.0,130000.0,200.0,12.0,2.0,0.0,1.0,Tekna,Rogaland,1.0,LOYAL AUTO AS,0,59000.0,61949,2949,https://www.finn.no/mobility/item/452869681
Nissan Leaf,Nissan,Leaf,2022.0,19889.0,285.0,9.233333333333333,1.0,0.0,1.0,Visia,Oslo/Akershus,1.0,Mobile Skøyen AS,0,172900.0,175847,2947,https://www.finn.no/mobility/item/450275517
Nissan Leaf,Nissan,Leaf,2020.0,76530.0,270.0,7.866666666666666,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,144532.0,147440,2908,https://www.finn.no/mobility/item/451401733
Nissan Leaf,Nissan,Leaf,2020.0,102000.0,220.0,3.066666666666667,1.0,0.0,0.0,Ukjent,Rogaland,0.0,,0,134434.0,137338,2904,https://www.finn.no/mobility/item/415626748
Nissan Leaf,Nissan,Leaf,2018.0,93800.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,1.0,NULL TIL HUNDRE AS,0,119000.0,121869,2869,https://www.finn.no/mobility/item/449083796
Nissan Leaf,Nissan,Leaf,2019.0,58000.0,270.0,16.0,2.0,0.0,0.0,Ukjent,Vestfold/Telemark,0.0,,0,134000.0,136848,2848,https://www.finn.no/mobility/item/451777175
Nissan Leaf,Nissan,Leaf,2022.0,32381.0,278.0,1.6333333333333333,1.0,0.0,1.0,Tekna,Oslo/Akershus,1.0,Mobile Drammen AS,0,179900.0,182738,2838,https://www.finn.no/mobility/item/452530334
Nissan Leaf,Nissan,Leaf,2018.0,125000.0,270.0,12.0,1.0,0.0,1.0,N-Connecta,Annet,1.0,RSA BIL Trondheim,0,109000.0,111818,2818,https://www.finn.no/mobility/item/451833540
Nissan Leaf,Nissan,Leaf,2017.0,81000.0,250.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,1.0,Sørlie Bil AS,0,65000.0,67800,2800,https://www.finn.no/mobility/item/449810986
Nissan Leaf,Nissan,Leaf,2018.0,160800.0,270.0,24.2,2.0,0.0,0.0,Ukjent,Annet,1.0,A&N AUTO AS,0,86900.0,89669,2769,https://www.finn.no/mobility/item/449878222
Nissan Leaf,Nissan,Leaf,2018.0,87000.0,270.0,12.0,1.0,0.0,1.0,Tekna,Rogaland,1.0,SANDNES BRUKTBIL AS,0,119000.0,121766,2766,https://www.finn.no/mobility/item/453414947
Nissan Leaf,Nissan,Leaf,2019.0,141500.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Rogaland,1.0,MACK AUTO AS,0,109000.0,111765,2765,https://www.finn.no/mobility/item/446114158
Nissan Leaf,Nissan,Leaf,2019.0,151000.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,BILHJØRNET AS,0,109000.0,111763,2763,https://www.finn.no/mobility/item/447416201
Nissan Leaf,Nissan,Leaf,2019.0,93000.0,385.0,12.0,1.0,0.0,0.0,Ukjent,Vestland,1.0,Bergen Bilcenter AS,0,125000.0,127758,2758,https://www.finn.no/mobility/item/452500858
Nissan Leaf,Nissan,Leaf,2018.0,113350.0,270.0,23.266666666666666,3.0,0.0,0.0,Ukjent,Annet,0.0,,0,104532.0,107273,2741,https://www.finn.no/mobility/item/453454369
Nissan Leaf,Nissan,Leaf,2019.0,25600.0,385.0,12.0,1.0,0.0,1.0,Ukjent,Trøndelag,1.0,Kristoffersen Bil AS,0,159900.0,162560,2660,https://www.finn.no/mobility/item/448179976
Nissan Leaf,Nissan,Leaf,2021.0,103500.0,270.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,GARDERMOEN BILSENTER AS,0,138800.0,141454,2654,https://www.finn.no/mobility/item/450735939
Nissan Leaf,Nissan,Leaf,2018.0,149040.0,260.0,12.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Automotors AS,0,99000.0,101652,2652,https://www.finn.no/mobility/item/449555089
Nissan Leaf,Nissan,Leaf,2018.0,203669.0,270.0,19.366666666666667,1.0,0.0,0.0,Tekna,Oslo/Akershus,0.0,,0,79532.0,82178,2646,https://www.finn.no/mobility/item/447754681
