title,car_make,car_model,year_cleaned,mileage_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,region,is_dealer,dealer_name,days_listed,status,price_cleaned,predicted_value,value_difference,url
Tesla Model 3,Tesla,Model 3,2019.0,99000.0,560.0,12.0,1.0,0.0,1.0,Performance,Østfold,1.0,Fredrikstad Bil AS,0,Aktiv,219900.0,230622,10722,https://www.finn.no/mobility/item/453447964
Tesla Model 3,Tesla,Model 3,2021.0,37447.0,580.0,12.0,1.0,0.0,0.0,Long Range,Annet,1.0,Naka Autosport AS,0,Aktiv,319000.0,329578,10578,https://www.finn.no/mobility/item/450437099
Tesla Model 3,Tesla,Model 3,2021.0,91800.0,448.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,1.0,Bare Bil AS,0,Aktiv,209900.0,220457,10557,https://www.finn.no/mobility/item/450486718
Tesla Model 3,Tesla,Model 3,2026.0,2018.0,660.0,45.23333333333333,1.0,0.0,1.0,Long Range,Vestland,0.0,,0,Aktiv,459905.0,470441,10536,https://www.finn.no/mobility/item/450490878
Tesla Model 3,Tesla,Model 3,2021.0,67165.0,567.0,13.033333333333331,5.0,0.0,0.0,Performance,Trøndelag,0.0,,0,Aktiv,289532.0,300052,10520,https://www.finn.no/mobility/item/453419877
Tesla Model 3,Tesla,Model 3,2021.0,84000.0,614.0,12.0,2.0,0.0,1.0,Performance,Trøndelag,1.0,Stjørdal Autosalg AS,0,Aktiv,269999.0,280433,10434,https://www.finn.no/mobility/item/452843042
Tesla Model 3,Tesla,Model 3,2021.0,96000.0,614.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,Car4Sale AS,0,Aktiv,249900.0,260276,10376,https://www.finn.no/mobility/item/452834809
Tesla Model 3,Tesla,Model 3,2021.0,79800.0,448.0,15.7,1.0,0.0,1.0,Performance,Østfold,0.0,,0,Aktiv,214500.0,224811,10311,https://www.finn.no/mobility/item/247301579
Tesla Model 3,Tesla,Model 3,2019.0,86000.0,560.0,3.966666666666667,4.0,0.0,0.0,Ukjent,Nord-Norge,0.0,,0,Aktiv,204532.0,214822,10290,https://www.finn.no/mobility/item/452829108
Tesla Model 3,Tesla,Model 3,2024.0,24000.0,554.0,30.53333333333333,1.0,0.0,1.0,Ukjent,Trøndelag,0.0,,0,Aktiv,339990.0,350080,10090,https://www.finn.no/mobility/item/453410967
Tesla Model 3,Tesla,Model 3,2019.0,134000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Rogaland,1.0,AVETTI MOTOR AS,0,Aktiv,188000.0,198046,10046,https://www.finn.no/mobility/item/451602109
Tesla Model 3,Tesla,Model 3,2024.0,23000.0,528.0,31.0,2.0,0.0,1.0,Performance,Vestland,0.0,,0,Aktiv,480000.0,490026,10026,https://www.finn.no/mobility/item/449027370
Tesla Model 3,Tesla,Model 3,2020.0,163200.0,560.0,1.0333333333333334,2.0,0.0,0.0,Ukjent,Oslo/Akershus,0.0,,0,Aktiv,154434.0,164380,9946,https://www.finn.no/mobility/item/416277915
Tesla Model 3,Tesla,Model 3,2022.0,61400.0,491.0,25.2,1.0,0.0,1.0,Standard Range,Annet,0.0,,0,Aktiv,249532.0,259246,9714,https://www.finn.no/mobility/item/452854097
Tesla Model 3,Tesla,Model 3,2024.0,21000.0,629.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Rebil Salgshjelp,0,Aktiv,406505.0,416038,9533,https://www.finn.no/mobility/item/450935096
Tesla Model 3,Tesla,Model 3,2022.0,59600.0,602.0,6.466666666666667,1.0,0.0,1.0,Long Range,Annet,0.0,,0,Aktiv,304532.0,314011,9479,https://www.finn.no/mobility/item/427660986
Tesla Model 3,Tesla,Model 3,2022.0,17800.0,602.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,Dream Car,0,Aktiv,359999.0,369477,9478,https://www.finn.no/mobility/item/451495632
Tesla Model 3,Tesla,Model 3,2021.0,65290.0,448.0,18.266666666666666,1.0,0.0,1.0,Standard Range,Vestland,0.0,,0,Aktiv,219532.0,228954,9422,https://www.finn.no/mobility/item/453024165
Tesla Model 3,Tesla,Model 3,2021.0,91086.0,448.0,15.666666666666666,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,Aktiv,206434.0,215832,9398,https://www.finn.no/mobility/item/435807334
Tesla Model 3,Tesla,Model 3,2024.0,23000.0,510.0,12.0,1.0,0.0,1.0,Standard Range,Annet,1.0,Rebil,0,Aktiv,328900.0,338296,9396,https://www.finn.no/mobility/item/452511330
Tesla Model 3,Tesla,Model 3,2019.0,124000.0,560.0,18.33333333333333,1.0,0.0,1.0,Long Range,Annet,0.0,,0,Aktiv,190000.0,199390,9390,https://www.finn.no/mobility/item/450763498
Tesla Model 3,Tesla,Model 3,2021.0,77500.0,448.0,12.0,1.0,0.0,1.0,Standard Range,Vestland,1.0,Car4Sale AS,0,Aktiv,214900.0,224200,9300,https://www.finn.no/mobility/item/449385630
Tesla Model 3,Tesla,Model 3,2019.0,84989.0,415.0,21.766666666666666,4.0,0.0,0.0,Standard Range,Oslo/Akershus,0.0,,0,Aktiv,164532.0,173682,9150,https://www.finn.no/mobility/item/447954687
Tesla Model 3,Tesla,Model 3,2021.0,54000.0,614.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Car4Sale AS,0,Aktiv,285000.0,294065,9065,https://www.finn.no/mobility/item/450589122
Tesla Model 3,Tesla,Model 3,2024.0,27500.0,513.0,26.6,2.0,0.0,1.0,Ukjent,Rogaland,0.0,,0,Aktiv,317505.0,326473,8968,https://www.finn.no/mobility/item/448428140
Tesla Model 3,Tesla,Model 3,2022.0,23192.0,547.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,STJØRDAL AUTO,0,Aktiv,359990.0,368942,8952,https://www.finn.no/mobility/item/452680986
Tesla Model 3,Tesla,Model 3,2024.0,17000.0,528.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,FIRST AUTO AS,0,Aktiv,476000.0,484941,8941,https://www.finn.no/mobility/item/453575513
Tesla Model 3,Tesla,Model 3,2021.0,56243.0,556.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,0.0,,0,Aktiv,259000.0,267898,8898,https://www.finn.no/mobility/item/309498170
Tesla Model 3,Tesla,Model 3,2019.0,110000.0,530.0,12.0,1.0,0.0,0.0,Performance,Vestfold/Telemark,1.0,ELDORSEN AUTO AS,0,Aktiv,199900.0,208722,8822,https://www.finn.no/mobility/item/450672230
Tesla Model 3,Tesla,Model 3,2020.0,104600.0,560.0,6.1,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,Møller Bil Outlet Alnabru,0,Aktiv,204000.0,212794,8794,https://www.finn.no/mobility/item/453310537
Tesla Model 3,Tesla,Model 3,2025.0,5300.0,660.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,AUTO LINK AS,0,Aktiv,469990.0,478692,8702,https://www.finn.no/mobility/item/453517377
Tesla Model 3,Tesla,Model 3,2024.0,40300.0,629.0,12.0,1.0,0.0,1.0,Long Range,Vestland,1.0,Sandven AS,0,Aktiv,394900.0,403524,8624,https://www.finn.no/mobility/item/453553884
Tesla Model 3,Tesla,Model 3,2024.0,21000.0,629.0,32.53333333333333,1.0,0.0,1.0,Long Range,Annet,0.0,,0,Aktiv,406505.0,415123,8618,https://www.finn.no/mobility/item/420432490
Tesla Model 3,Tesla,Model 3,2019.0,131200.0,560.0,13.833333333333334,1.0,0.0,0.0,Long Range,Rogaland,0.0,,0,Aktiv,189434.0,198035,8601,https://www.finn.no/mobility/item/436624108
Tesla Model 3,Tesla,Model 3,2019.0,135000.0,560.0,12.3,2.0,0.0,0.0,Long Range,Oslo/Akershus,1.0,Selg AS,0,Aktiv,184000.0,192567,8567,https://www.finn.no/mobility/item/453028922
Tesla Model 3,Tesla,Model 3,2023.0,47000.0,547.0,12.0,1.0,0.0,1.0,Performance,Østfold,1.0,Biltrio AS,0,Aktiv,359000.0,367439,8439,https://www.finn.no/mobility/item/451895648
Tesla Model 3,Tesla,Model 3,2019.0,112000.0,560.0,12.4,3.0,0.0,0.0,Long Range,Sørlandet,0.0,,0,Aktiv,199532.0,207940,8408,https://www.finn.no/mobility/item/452281121
Tesla Model 3,Tesla,Model 3,2019.0,114900.0,409.0,12.0,1.0,0.0,0.0,Standard Range,Oslo/Akershus,1.0,MAX AUTO AS,0,Aktiv,159900.0,168276,8376,https://www.finn.no/mobility/item/452778469
Tesla Model 3,Tesla,Model 3,2019.0,130000.0,560.0,12.0,1.0,0.0,0.0,Ukjent,Rogaland,1.0,Kyvik Auto AS,0,Aktiv,189000.0,197312,8312,https://www.finn.no/mobility/item/449836207
Tesla Model 3,Tesla,Model 3,2020.0,78000.0,530.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,CARS INVEST AS,0,Aktiv,257900.0,266197,8297,https://www.finn.no/mobility/item/452727270
Tesla Model 3,Tesla,Model 3,2020.0,66400.0,560.0,12.0,1.0,0.0,0.0,Ukjent,Rogaland,0.0,,0,Aktiv,238999.0,247211,8212,https://www.finn.no/mobility/item/448169507
Tesla Model 3,Tesla,Model 3,2019.0,159400.0,381.0,12.0,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,1.0,Easy Bruktbil,0,Aktiv,139900.0,148097,8197,https://www.finn.no/mobility/item/450250106
Tesla Model 3,Tesla,Model 3,2019.0,93000.0,409.0,12.0,1.0,0.0,0.0,Standard Range,Annet,1.0,ECOCAR AS,0,Aktiv,178000.0,186106,8106,https://www.finn.no/mobility/item/441458070
Tesla Model 3,Tesla,Model 3,2019.0,139500.0,530.0,18.9,1.0,0.0,1.0,Performance,Sørlandet,1.0,JENSEN AUTO AS,0,Aktiv,185000.0,192974,7974,https://www.finn.no/mobility/item/401463128
Tesla Model 3,Tesla,Model 3,2019.0,137450.0,560.0,15.533333333333331,1.0,0.0,0.0,Long Range,Annet,0.0,,0,Aktiv,184434.0,192347,7913,https://www.finn.no/mobility/item/413538279
Tesla Model 3,Tesla,Model 3,2019.0,105600.0,560.0,12.0,1.0,0.0,0.0,Long Range,Oslo/Akershus,1.0,Romerike Autosalg AS,0,Aktiv,199532.0,207427,7895,https://www.finn.no/mobility/item/446258252
Tesla Model 3,Tesla,Model 3,2019.0,90000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,Pitstop Bilsalg Ny AS,0,Aktiv,198982.0,206781,7799,https://www.finn.no/mobility/item/440864913
Tesla Model 3,Tesla,Model 3,2019.0,131000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Rogaland,1.0,Car4Sale AS,0,Aktiv,189900.0,197682,7782,https://www.finn.no/mobility/item/442382397
Tesla Model 3,Tesla,Model 3,2019.0,108332.0,560.0,12.0,1.0,0.0,0.0,Long Range,Annet,1.0,OSLO BIL AUTO AVD RÅHOLT,0,Aktiv,199800.0,207354,7554,https://www.finn.no/mobility/item/450926514
Tesla Model 3,Tesla,Model 3,2020.0,69750.0,530.0,12.0,2.0,0.0,0.0,Performance,Annet,1.0,Rebil,0,Aktiv,244900.0,252390,7490,https://www.finn.no/mobility/item/449376298
Tesla Model 3,Tesla,Model 3,2023.0,23800.0,602.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,AUTOVIVA AS,0,Aktiv,379900.0,387146,7246,https://www.finn.no/mobility/item/451133928
Tesla Model 3,Tesla,Model 3,2021.0,98115.0,567.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,Hokksund Auto AS,0,Aktiv,279000.0,286194,7194,https://www.finn.no/mobility/item/452413065
Tesla Model 3,Tesla,Model 3,2019.0,242000.0,560.0,12.0,1.0,0.0,1.0,Ukjent,Oslo/Akershus,1.0,AUTO BILSTRADA AS,0,Aktiv,139000.0,146154,7154,https://www.finn.no/mobility/item/452428107
Tesla Model 3,Tesla,Model 3,2019.0,111000.0,560.0,12.0,1.0,0.0,0.0,Long Range,Annet,1.0,VOLDENE BIL 2.0 AS,0,Aktiv,199000.0,206013,7013,https://www.finn.no/mobility/item/448394880
Tesla Model 3,Tesla,Model 3,2024.0,43000.0,629.0,31.0,1.0,0.0,1.0,Ukjent,Annet,0.0,,0,Aktiv,377505.0,384499,6994,https://www.finn.no/mobility/item/448249118
Tesla Model 3,Tesla,Model 3,2024.0,38000.0,629.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,FIRST AUTO AS,0,Aktiv,399000.0,405952,6952,https://www.finn.no/mobility/item/452328489
Tesla Model 3,Tesla,Model 3,2019.0,122000.0,530.0,12.0,2.0,0.0,0.0,Performance,Annet,1.0,BULIC AUTO,0,Aktiv,199900.0,206838,6938,https://www.finn.no/mobility/item/439055803
Tesla Model 3,Tesla,Model 3,2022.0,48900.0,448.0,12.0,1.0,0.0,1.0,Standard Range,Trøndelag,1.0,Trøndelag Bil AS,0,Aktiv,269900.0,276820,6920,https://www.finn.no/mobility/item/428590449
Tesla Model 3,Tesla,Model 3,2021.0,110000.0,580.0,12.0,1.0,0.0,1.0,Long Range,Vestland,1.0,Importservice Bil AS,0,Aktiv,239000.0,245791,6791,https://www.finn.no/mobility/item/447350042
Tesla Model 3,Tesla,Model 3,2019.0,161000.0,560.0,12.0,1.0,0.0,1.0,Ukjent,Østfold,1.0,Hvaler Bruktbil AS,0,Aktiv,169900.0,176559,6659,https://www.finn.no/mobility/item/450464923
Tesla Model 3,Tesla,Model 3,2020.0,55800.0,530.0,7.0,4.0,0.0,0.0,Performance,Annet,0.0,,0,Aktiv,259900.0,266552,6652,https://www.finn.no/mobility/item/447110301
Tesla Model 3,Tesla,Model 3,2019.0,61282.0,409.0,12.0,1.0,0.0,1.0,Standard Range,Annet,1.0,Rebil Salgshjelp,0,Aktiv,190000.0,196650,6650,https://www.finn.no/mobility/item/450447691
Tesla Model 3,Tesla,Model 3,2019.0,77000.0,580.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,Pitstop Bilsalg Ny AS,0,Aktiv,208982.0,215525,6543,https://www.finn.no/mobility/item/441213838
Tesla Model 3,Tesla,Model 3,2019.0,87000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Pitstop Bilsalg Ny AS,0,Aktiv,205000.0,211536,6536,https://www.finn.no/mobility/item/448997123
Tesla Model 3,Tesla,Model 3,2022.0,38600.0,602.0,12.0,2.0,0.0,1.0,Long Range,Rogaland,1.0,UNIBIL AS avd. Stavanger,0,Aktiv,349000.0,355372,6372,https://www.finn.no/mobility/item/452969467
Tesla Model 3,Tesla,Model 3,2026.0,2700.0,660.0,45.5,1.0,0.0,1.0,Ukjent,Oslo/Akershus,0.0,,0,Aktiv,456505.0,462817,6312,https://www.finn.no/mobility/item/445512812
Tesla Model 3,Tesla,Model 3,2019.0,91500.0,560.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,KM Auto AS,0,Aktiv,199900.0,206175,6275,https://www.finn.no/mobility/item/453481184
Tesla Model 3,Tesla,Model 3,2021.0,73500.0,448.0,12.0,1.0,0.0,1.0,Standard Range,Rogaland,1.0,BIL-KOMPANIET HAUGESUND AS,0,Aktiv,229900.0,236170,6270,https://www.finn.no/mobility/item/452939061
Tesla Model 3,Tesla,Model 3,2021.0,134962.0,580.0,21.666666666666668,1.0,0.0,0.0,Performance,Vestland,1.0,Devo Bil AS,0,Aktiv,229900.0,236162,6262,https://www.finn.no/mobility/item/451566902
Tesla Model 3,Tesla,Model 3,2019.0,142000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Bilzentrum AS,0,Aktiv,184532.0,190781,6249,https://www.finn.no/mobility/item/450570039
Tesla Model 3,Tesla,Model 3,2022.0,46075.0,602.0,5.933333333333334,1.0,0.0,1.0,Long Range,Annet,0.0,,0,Aktiv,314532.0,320779,6247,https://www.finn.no/mobility/item/448923635
Tesla Model 3,Tesla,Model 3,2021.0,162000.0,580.0,11.8,2.0,0.0,0.0,Ukjent,Annet,1.0,"PEDERSEN SALG, SERVICE & UTLEIE",0,Aktiv,212434.0,218679,6245,https://www.finn.no/mobility/item/422828285
Tesla Model 3,Tesla,Model 3,2019.0,111000.0,560.0,12.0,1.0,0.0,1.0,Performance,Oslo/Akershus,1.0,Pitstop Bilsalg Ny AS,0,Aktiv,198982.0,205223,6241,https://www.finn.no/mobility/item/441360273
Tesla Model 3,Tesla,Model 3,2022.0,73550.0,547.0,12.0,1.0,0.0,1.0,Performance,Oslo/Akershus,1.0,LUND BILSENTER AS,0,Aktiv,318000.0,324241,6241,https://www.finn.no/mobility/item/441604949
Tesla Model 3,Tesla,Model 3,2019.0,159521.0,560.0,19.7,1.0,0.0,0.0,Long Range,Vestland,1.0,MEBIL- AS,0,Aktiv,168900.0,175085,6185,https://www.finn.no/mobility/item/414386761
Tesla Model 3,Tesla,Model 3,2019.0,61000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,Pitstop Bilsalg Ny AS,0,Aktiv,228982.0,235101,6119,https://www.finn.no/mobility/item/437331798
Tesla Model 3,Tesla,Model 3,2024.0,29500.0,513.0,30.9,2.0,0.0,1.0,Ukjent,Annet,0.0,,0,Aktiv,337505.0,343563,6058,https://www.finn.no/mobility/item/451855109
Tesla Model 3,Tesla,Model 3,2024.0,25000.0,513.0,12.0,1.0,0.0,1.0,Standard Range,Annet,1.0,FIRST AUTO AS,0,Aktiv,329000.0,335035,6035,https://www.finn.no/mobility/item/452827417
Tesla Model 3,Tesla,Model 3,2020.0,75500.0,530.0,12.0,1.0,0.0,0.0,Performance,Annet,1.0,Voldene Bil AS,0,Aktiv,259000.0,265008,6008,https://www.finn.no/mobility/item/448493795
Tesla Model 3,Tesla,Model 3,2021.0,68000.0,448.0,17.766666666666666,3.0,0.0,1.0,Ukjent,Annet,0.0,,0,Aktiv,224532.0,230517,5985,https://www.finn.no/mobility/item/451924396
Tesla Model 3,Tesla,Model 3,2021.0,63279.0,448.0,20.966666666666665,1.0,0.0,1.0,Ukjent,Vestland,0.0,,0,Aktiv,224532.0,230462,5930,https://www.finn.no/mobility/item/448142174
Tesla Model 3,Tesla,Model 3,2022.0,75500.0,559.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,Carzone AS,0,Aktiv,309000.0,314919,5919,https://www.finn.no/mobility/item/446062830
Tesla Model 3,Tesla,Model 3,2022.0,76808.0,602.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Future Cars AS,0,Aktiv,299900.0,305704,5804,https://www.finn.no/mobility/item/451073432
Tesla Model 3,Tesla,Model 3,2020.0,72000.0,580.0,12.0,1.0,0.0,0.0,Long Range,Vestland,1.0,Digicarsale AS,0,Aktiv,259000.0,264778,5778,https://www.finn.no/mobility/item/452638468
Tesla Model 3,Tesla,Model 3,2021.0,109800.0,448.0,15.0,2.0,0.0,0.0,Standard Range,Oslo/Akershus,0.0,,0,Aktiv,190000.0,195777,5777,https://www.finn.no/mobility/item/448818486
Tesla Model 3,Tesla,Model 3,2021.0,57000.0,614.0,19.03333333333333,1.0,0.0,1.0,Ukjent,Vestfold/Telemark,0.0,,0,Aktiv,274532.0,280210,5678,https://www.finn.no/mobility/item/451064916
Tesla Model 3,Tesla,Model 3,2019.0,88100.0,560.0,12.0,1.0,0.0,0.0,Long Range,Rogaland,1.0,Auksjonen.No AS,0,Aktiv,181434.0,187038,5604,https://www.finn.no/mobility/item/450743931
Tesla Model 3,Tesla,Model 3,2021.0,44900.0,567.0,12.0,1.0,0.0,0.0,Ukjent,Oslo/Akershus,1.0,M.K AUTO AS,0,Aktiv,309532.0,315096,5564,https://www.finn.no/mobility/item/447397423
Tesla Model 3,Tesla,Model 3,2019.0,74729.0,560.0,12.0,1.0,0.0,1.0,Long Range,Oslo/Akershus,1.0,Autotal Akershus AS,0,Aktiv,229900.0,235426,5526,https://www.finn.no/mobility/item/452648162
Tesla Model 3,Tesla,Model 3,2019.0,130500.0,530.0,-1.2333333333333334,3.0,0.0,0.0,Ukjent,Oslo/Akershus,0.0,,0,Aktiv,203305.0,208709,5404,https://www.finn.no/mobility/item/380120538
Tesla Model 3,Tesla,Model 3,2021.0,52000.0,567.0,12.0,1.0,0.0,1.0,Performance,Trøndelag,1.0,Stjørdal Autosalg AS,0,Aktiv,310000.0,315294,5294,https://www.finn.no/mobility/item/451962764
Tesla Model 3,Tesla,Model 3,2019.0,130000.0,560.0,12.0,1.0,0.0,0.0,Performance,Annet,1.0,HS AUTO AS,0,Aktiv,199000.0,204291,5291,https://www.finn.no/mobility/item/442090126
Tesla Model 3,Tesla,Model 3,2024.0,29700.0,629.0,26.466666666666665,1.0,0.0,1.0,Long Range,Annet,1.0,SMERUD AUTO AS,0,Aktiv,407505.0,412774,5269,https://www.finn.no/mobility/item/453528909
Tesla Model 3,Tesla,Model 3,2025.0,5764.0,660.0,45.16666666666666,1.0,0.0,1.0,Long Range,Trøndelag,0.0,,0,Aktiv,465401.0,470441,5040,https://www.finn.no/mobility/item/448270167
Tesla Model 3,Tesla,Model 3,2020.0,68500.0,409.0,12.0,1.0,0.0,1.0,Standard Range,Østfold,1.0,Gretland Bil AS,0,Aktiv,205000.0,209943,4943,https://www.finn.no/mobility/item/450914328
Tesla Model 3,Tesla,Model 3,2020.0,80000.0,560.0,22.2,1.0,0.0,0.0,Long Range,Oslo/Akershus,1.0,AUTOLUX BILSENTER AS,0,Aktiv,215000.0,219832,4832,https://www.finn.no/mobility/item/452602277
Tesla Model 3,Tesla,Model 3,2021.0,50391.0,614.0,20.566666666666663,1.0,0.0,1.0,Long Range,Rogaland,0.0,,0,Aktiv,284532.0,289351,4819,https://www.finn.no/mobility/item/453456141
Tesla Model 3,Tesla,Model 3,2022.0,59990.0,622.0,3.7,1.0,0.0,1.0,Ukjent,Annet,0.0,,0,Aktiv,309670.0,314407,4737,https://www.finn.no/mobility/item/280386195
Tesla Model 3,Tesla,Model 3,2021.0,94382.0,448.0,19.2,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,Aktiv,214532.0,219225,4693,https://www.finn.no/mobility/item/451572020
Tesla Model 3,Tesla,Model 3,2019.0,74600.0,530.0,12.0,1.0,0.0,1.0,Performance,Rogaland,1.0,Motorhead Auto AS,0,Aktiv,249000.0,253631,4631,https://www.finn.no/mobility/item/451795416
Tesla Model 3,Tesla,Model 3,2021.0,36500.0,448.0,12.0,1.0,0.0,1.0,Standard Range,Østfold,1.0,Ramberg Bil,0,Aktiv,269000.0,273580,4580,https://www.finn.no/mobility/item/427406968
Tesla Model 3,Tesla,Model 3,2021.0,63500.0,567.0,12.0,1.0,0.0,1.0,Performance,Annet,1.0,ECOCAR AS,0,Aktiv,295598.0,300166,4568,https://www.finn.no/mobility/item/429762977
Tesla Model 3,Tesla,Model 3,2022.0,72623.0,547.0,5.966666666666667,2.0,0.0,1.0,Ukjent,Vestland,0.0,,0,Aktiv,319532.0,324082,4550,https://www.finn.no/mobility/item/446134415
Tesla Model 3,Tesla,Model 3,2019.0,128000.0,560.0,15.733333333333333,2.0,0.0,0.0,Long Range,Annet,0.0,,0,Aktiv,189532.0,194058,4526,https://www.finn.no/mobility/item/453002698
Tesla Model 3,Tesla,Model 3,2022.0,69700.0,491.0,12.0,1.0,0.0,1.0,Standard Range,Oslo/Akershus,1.0,SELECT AUTO,0,Aktiv,254000.0,258507,4507,https://www.finn.no/mobility/item/440483754
Tesla Model 3,Tesla,Model 3,2019.0,102100.0,560.0,12.0,1.0,0.0,1.0,Long Range,Rogaland,1.0,ELBILHALLEN AS,0,Aktiv,209000.0,213426,4426,https://www.finn.no/mobility/item/449227815
Tesla Model 3,Tesla,Model 3,2021.0,70660.0,448.0,12.0,2.0,0.0,1.0,Standard Range,Rogaland,1.0,BIL-KOMPANIET HAUGESUND AS,0,Aktiv,229900.0,234321,4421,https://www.finn.no/mobility/item/452791742
Tesla Model 3,Tesla,Model 3,2019.0,98000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Bilzentrum AS,0,Aktiv,209532.0,213829,4297,https://www.finn.no/mobility/item/452972376
Tesla Model 3,Tesla,Model 3,2026.0,3500.0,660.0,45.833333333333336,1.0,0.0,1.0,Ukjent,Annet,0.0,,0,Aktiv,462505.0,466783,4278,https://www.finn.no/mobility/item/451520560
Tesla Model 3,Tesla,Model 3,2020.0,52300.0,560.0,24.8,1.0,0.0,0.0,Ukjent,Annet,0.0,,0,Aktiv,249900.0,254150,4250,https://www.finn.no/mobility/item/453137043
Tesla Model 3,Tesla,Model 3,2024.0,27350.0,629.0,31.933333333333334,1.0,0.0,0.0,Long Range,Østfold,1.0,Autonord AS,0,Aktiv,399000.0,402910,3910,https://www.finn.no/mobility/item/448391196
Tesla Model 3,Tesla,Model 3,2019.0,129500.0,560.0,12.0,1.0,0.0,0.0,Performance,Annet,1.0,Bil-Kompaniet AS,0,Aktiv,199900.0,203727,3827,https://www.finn.no/mobility/item/452439976
Tesla Model 3,Tesla,Model 3,2021.0,132000.0,580.0,11.933333333333334,2.0,0.0,0.0,Ukjent,Trøndelag,0.0,,0,Aktiv,229000.0,232795,3795,https://www.finn.no/mobility/item/452351824
Tesla Model 3,Tesla,Model 3,2021.0,96500.0,448.0,12.0,1.0,0.0,1.0,Ukjent,Annet,1.0,Nitteberg Bil AS,0,Aktiv,219000.0,222744,3744,https://www.finn.no/mobility/item/442029215
Tesla Model 3,Tesla,Model 3,2023.0,82779.0,602.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,Autoshop AS,0,Aktiv,324000.0,327698,3698,https://www.finn.no/mobility/item/452843372
Tesla Model 3,Tesla,Model 3,2024.0,16000.0,629.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,SWITCH BIL AS,0,Aktiv,429990.0,433677,3687,https://www.finn.no/mobility/item/452506948
Tesla Model 3,Tesla,Model 3,2024.0,26500.0,629.0,12.0,1.0,0.0,1.0,Long Range,Annet,1.0,"Otto Moe, Grong",0,Aktiv,409900.0,413519,3619,https://www.finn.no/mobility/item/452343877
Tesla Model 3,Tesla,Model 3,2021.0,101525.0,614.0,21.433333333333334,3.0,0.0,0.0,Ukjent,Annet,0.0,,0,Aktiv,259532.0,263098,3566,https://www.finn.no/mobility/item/449425866
Tesla Model 3,Tesla,Model 3,2019.0,100396.0,560.0,12.0,1.0,0.0,1.0,Long Range,Rogaland,1.0,UTVIK AUTOSALG AS,0,Aktiv,209900.0,213399,3499,https://www.finn.no/mobility/item/451497390
Tesla Model 3,Tesla,Model 3,2020.0,81650.0,560.0,12.0,1.0,0.0,1.0,Long Range,Rogaland,1.0,ELBILHALLEN AS,0,Aktiv,249000.0,252306,3306,https://www.finn.no/mobility/item/450599255
Tesla Model 3,Tesla,Model 3,2019.0,34000.0,560.0,12.0,1.0,0.0,1.0,Long Range,Vestfold/Telemark,1.0,Antonsen Auto,0,Aktiv,264532.0,267785,3253,https://www.finn.no/mobility/item/451345677
Tesla Model 3,Tesla,Model 3,2021.0,47000.0,448.0,20.73333333333333,1.0,0.0,1.0,Ukjent,Sørlandet,0.0,,0,Aktiv,229434.0,232686,3252,https://www.finn.no/mobility/item/435355956
Tesla Model 3,Tesla,Model 3,2019.0,94000.0,560.0,12.0,1.0,0.0,0.0,Ukjent,Østfold,1.0,TRYGG BIL AS,0,Aktiv,209900.0,213051,3151,https://www.finn.no/mobility/item/448494118
Tesla Model 3,Tesla,Model 3,2024.0,18000.0,629.0,12.0,1.0,0.0,1.0,Long Range,Vestland,1.0,AutoSale AS,0,Aktiv,419900.0,423048,3148,https://www.finn.no/mobility/item/451899604
