title,year_cleaned,mileage_cleaned,range_km_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,has_warranty,trim_level,region,is_dealer,dealer_name,days_listed,price_cleaned,predicted_value,value_difference,url
Nissan Leaf,2024,36056.0,278.0,12.0,1.0,0,1.0,N-Connecta,Annet,1,Elverumbil AS,0,215000.0,222183,7183,https://www.finn.no/mobility/item/452792743
Nissan Leaf,2022,36500.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,Auto 8-8 Ålesund AS,0,189000.0,196168,7168,https://www.finn.no/mobility/item/447538039
Nissan Leaf,2015,198000.0,270.0,10.666666666666666,2.0,0,0.0,Ukjent,Østfold,1,BILER ZDRAVKOVIC,0,25000.0,32162,7162,https://www.finn.no/mobility/item/447080303
Nissan Leaf,2022,10000.0,285.0,10.0,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,Mobile Larvik AS,0,179000.0,186152,7152,https://www.finn.no/mobility/item/451505032
Nissan Leaf,2021,63000.0,385.0,17.166666666666668,1.0,0,1.0,Ukjent,Annet,1,Beret AS,0,179434.0,186573,7139,https://www.finn.no/mobility/item/428988988
Nissan Leaf,2018,122812.0,270.0,5.4,1.0,0,0.0,Ukjent,Annet,0,,0,99532.0,106655,7123,https://www.finn.no/mobility/item/448970682
Nissan Leaf,2013,77700.0,270.0,6.766666666666667,2.0,0,0.0,Ukjent,Oslo/Akershus,1,AUTOLUX BILSENTER AS,0,25000.0,32110,7110,https://www.finn.no/mobility/item/446183506
Nissan Leaf,2020,91000.0,270.0,7.933333333333334,1.0,0,0.0,Ukjent,Rogaland,0,,0,133532.0,140630,7098,https://www.finn.no/mobility/item/452668612
Nissan Leaf,2018,75355.0,270.0,23.8,1.0,0,1.0,Ukjent,Vestland,1,Birger N Haug AS avd Røyken,0,114900.0,121967,7067,https://www.finn.no/mobility/item/453518885
Nissan Leaf,2015,91000.0,270.0,12.0,1.0,0,0.0,Ukjent,Sørlandet,1,Auto Teknikk Bilforretning AS,0,49000.0,56055,7055,https://www.finn.no/mobility/item/437132808
Nissan Leaf,2014,187000.0,270.0,12.0,2.0,0,0.0,Ukjent,Østfold,1,ROLVSØY BILSALG,0,26000.0,33041,7041,https://www.finn.no/mobility/item/452105854
Nissan Leaf,2020,74000.0,270.0,12.0,1.0,0,1.0,Tekna,Oslo/Akershus,1,AUTO 24/7 AS,0,139999.0,147017,7018,https://www.finn.no/mobility/item/448725506
Nissan Leaf,2021,12000.0,270.0,21.266666666666666,1.0,0,1.0,Ukjent,Annet,1,Polar Bil AS,0,169434.0,176376,6942,https://www.finn.no/mobility/item/443204395
Nissan Leaf,2023,42130.0,278.0,12.0,1.0,0,1.0,N-Connecta,Vestland,1,Vest Motor AS,0,199000.0,205926,6926,https://www.finn.no/mobility/item/450307464
Nissan Leaf,2014,108000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,AUTOMOTIVE AS,0,39900.0,46812,6912,https://www.finn.no/mobility/item/447369201
Nissan Leaf,2018,82500.0,270.0,-1.0666666666666669,1.0,0,0.0,Ukjent,Trøndelag,0,,0,119532.0,126399,6867,https://www.finn.no/mobility/item/449854520
Nissan Leaf,2021,29000.0,270.0,23.1,1.0,0,1.0,Ukjent,Annet,0,,0,149532.0,156396,6864,https://www.finn.no/mobility/item/450254085
Nissan Leaf,2017,82150.0,270.0,16.1,1.0,0,0.0,Tekna,Annet,1,Birger N. Haug AS avd Gardermoen Outlet,0,69900.0,76711,6811,https://www.finn.no/mobility/item/452668681
Nissan Leaf,2018,113350.0,270.0,23.266666666666666,3.0,0,0.0,Ukjent,Annet,0,,0,104532.0,111304,6772,https://www.finn.no/mobility/item/453454369
Nissan Leaf,2013,114000.0,270.0,12.0,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,KARS Nenset,0,22000.0,28769,6769,https://www.finn.no/mobility/item/452469723
Nissan Leaf,2022,46866.0,285.0,12.0,1.0,0,1.0,Visia,Sørlandet,1,Gumpen Motor,0,169000.0,175765,6765,https://www.finn.no/mobility/item/452972769
Nissan Leaf,2018,112200.0,270.0,20.83333333333333,3.0,0,0.0,Ukjent,Annet,0,,0,104532.0,111294,6762,https://www.finn.no/mobility/item/450819789
Nissan Leaf,2018,84200.0,270.0,12.0,1.0,0,1.0,Ukjent,Sørlandet,1,Autoform Kristiansand AS,0,119000.0,125678,6678,https://www.finn.no/mobility/item/452806640
Nissan Leaf,2024,39959.0,395.0,22.566666666666663,1.0,0,1.0,N-Connecta,Annet,1,Mobile Autopartner AS,0,249900.0,256565,6665,https://www.finn.no/mobility/item/451659147
Nissan Leaf,2020,81812.0,385.0,12.0,1.0,0,1.0,Ukjent,Østfold,1,Brennes Auto AS,0,169900.0,176493,6593,https://www.finn.no/mobility/item/447361315
Nissan Leaf,2018,92440.0,270.0,6.0,2.0,0,0.0,N-Connecta,Annet,0,,0,114532.0,121122,6590,https://www.finn.no/mobility/item/453303332
Nissan Leaf,2022,34900.0,385.0,12.0,1.0,0,1.0,N-Connecta,Annet,1,Røhneselmer AS avd. Lier,0,221900.0,228437,6537,https://www.finn.no/mobility/item/446905871
Nissan Leaf,2023,25000.0,278.0,20.166666666666668,2.0,0,1.0,Ukjent,Rogaland,1,Ålgårds Auto AS,0,209000.0,215483,6483,https://www.finn.no/mobility/item/453445416
Nissan Leaf,2016,151000.0,270.0,23.866666666666667,2.0,0,0.0,Ukjent,Østfold,1,Sam Bruktbiler Sharafani,0,39900.0,46334,6434,https://www.finn.no/mobility/item/446858444
Nissan Leaf,2018,69000.0,270.0,12.0,1.0,0,1.0,Ukjent,Vestfold/Telemark,1,NORDIC BIL AS,0,119900.0,126216,6316,https://www.finn.no/mobility/item/441717379
Nissan Leaf,2022,27000.0,270.0,7.233333333333333,1.0,0,1.0,Visia,Annet,1,GEIR EVENSTAD,0,179900.0,186190,6290,https://www.finn.no/mobility/item/451385081
Nissan Leaf,2023,57500.0,385.0,12.0,2.0,0,1.0,Ukjent,Østfold,1,Brennes Auto AS,0,229000.0,235270,6270,https://www.finn.no/mobility/item/448775505
Nissan Leaf,2021,158000.0,385.0,19.966666666666665,2.0,0,0.0,Ukjent,Vestfold/Telemark,0,,0,134532.0,140785,6253,https://www.finn.no/mobility/item/444717268
Nissan Leaf,2018,105000.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,GUDBRANDSDALEN BIL AS,0,109000.0,115231,6231,https://www.finn.no/mobility/item/442921417
Nissan Leaf,2018,62000.0,270.0,24.2,3.0,0,0.0,Ukjent,Annet,0,,0,124432.0,130641,6209,https://www.finn.no/mobility/item/452431158
Nissan Leaf,2023,69900.0,385.0,10.033333333333331,2.0,0,1.0,Ukjent,Østfold,1,Autonord AS,0,219000.0,225171,6171,https://www.finn.no/mobility/item/453382487
Nissan Leaf,2013,54500.0,270.0,12.0,2.0,0,0.0,Ukjent,Vestfold/Telemark,1,PANORAMA AUTO AS,0,40800.0,46952,6152,https://www.finn.no/mobility/item/449360296
Nissan Leaf,2013,133000.0,270.0,18.566666666666663,3.0,0,0.0,Ukjent,Oslo/Akershus,1,SCANDINANO AUTOTRADE AS,0,24942.0,31084,6142,https://www.finn.no/mobility/item/447597715
Nissan Leaf,2021,115272.0,385.0,12.0,1.0,0,1.0,N-Connecta,Annet,1,Storhamar Bil AS,0,159000.0,165028,6028,https://www.finn.no/mobility/item/450725123
Nissan Leaf,2020,90000.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,Nardo Bil Sandmoen,0,139900.0,145888,5988,https://www.finn.no/mobility/item/449462078
Nissan Leaf,2015,114869.0,270.0,12.0,1.0,0,0.0,Tekna,Nord-Norge,1,Auksjonen.No AS,0,44532.0,50408,5876,https://www.finn.no/mobility/item/452978310
Nissan Leaf,2012,127300.0,270.0,12.0,2.0,0,0.0,Ukjent,Vestfold/Telemark,1,Bil og Del AS,0,19942.0,25799,5857,https://www.finn.no/mobility/item/452602505
Nissan Leaf,2011,134825.0,270.0,12.0,1.0,0,0.0,Ukjent,Oslo/Akershus,1,Active Auto AS,0,19000.0,24854,5854,https://www.finn.no/mobility/item/432035665
Nissan Leaf,2014,82000.0,270.0,12.0,2.0,0,0.0,Ukjent,Østfold,1,Auksjonen.No AS,0,41942.0,47759,5817,https://www.finn.no/mobility/item/453456722
Nissan Leaf,2018,150000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,Autorada AS,0,89000.0,94759,5759,https://www.finn.no/mobility/item/450329060
Nissan Leaf,2012,133000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,BERG AUTO NORSPORTS AS,0,19942.0,25697,5755,https://www.finn.no/mobility/item/449684751
Nissan Leaf,2013,154475.0,100.0,12.0,2.0,0,0.0,Ukjent,Rogaland,1,ROGALAND BRUKTBIL,0,21942.0,27672,5730,https://www.finn.no/mobility/item/452987687
Nissan Leaf,2022,43900.0,270.0,12.0,2.0,0,1.0,Ukjent,Vestland,1,Kverneland Bil AS | Ford Åsane,0,189000.0,194680,5680,https://www.finn.no/mobility/item/450917952
Nissan Leaf,2020,60000.0,385.0,8.366666666666667,1.0,0,1.0,N-Connecta,Vestland,1,Sande Auto AS Åsane (Sandegruppen),0,179000.0,184662,5662,https://www.finn.no/mobility/item/441988167
Nissan Leaf,2019,91000.0,270.0,23.433333333333334,2.0,0,0.0,Ukjent,Rogaland,0,,0,125000.0,130636,5636,https://www.finn.no/mobility/item/451234166
Nissan Leaf,2022,37066.0,285.0,9.266666666666667,2.0,0,1.0,Ukjent,Oslo/Akershus,1,Mobile Skøyen AS,0,169800.0,175381,5581,https://www.finn.no/mobility/item/452694845
Nissan Leaf,2022,16000.0,285.0,10.0,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,Mobile Larvik AS,0,179000.0,184504,5504,https://www.finn.no/mobility/item/450448978
Nissan Leaf,2018,114000.0,270.0,8.033333333333333,1.0,0,0.0,Ukjent,Annet,0,,0,107532.0,112984,5452,https://www.finn.no/mobility/item/449990407
Nissan Leaf,2020,29000.0,270.0,12.0,1.0,0,1.0,Ukjent,Vestfold/Telemark,1,Toppen Bil AS,0,159000.0,164435,5435,https://www.finn.no/mobility/item/448370837
Nissan Leaf,2013,92215.0,270.0,12.0,1.0,0,1.0,Ukjent,Sørlandet,1,Z-AUTO AS,0,39900.0,45316,5416,https://www.finn.no/mobility/item/448679649
Nissan Leaf,2024,23500.0,280.0,28.2,1.0,0,1.0,N-Connecta,Nord-Norge,1,Traasdahl AS,0,224900.0,230255,5355,https://www.finn.no/mobility/item/452536824
Nissan Leaf,2014,101000.0,270.0,-0.2,3.0,0,0.0,Ukjent,Rogaland,1,RS AUTO AS,0,18942.0,24294,5352,https://www.finn.no/mobility/item/452750335
Nissan Leaf,2015,100600.0,270.0,14.066666666666666,1.0,0,0.0,Ukjent,Nord-Norge,0,,0,44532.0,49869,5337,https://www.finn.no/mobility/item/442355678
Nissan Leaf,2019,167000.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,HS AUTO AS,0,99900.0,105220,5320,https://www.finn.no/mobility/item/435425871
Nissan Leaf,2024,26900.0,278.0,12.0,2.0,0,1.0,Ukjent,Vestland,1,AutoSwap AS,0,219800.0,225119,5319,https://www.finn.no/mobility/item/451611149
Nissan Leaf,2012,149800.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,STENSBERG BIL AS,0,19999.0,25286,5287,https://www.finn.no/mobility/item/445723269
Nissan Leaf,2018,114000.0,270.0,7.0,1.0,0,0.0,Ukjent,Annet,0,,0,104532.0,109778,5246,https://www.finn.no/mobility/item/449065999
Nissan Leaf,2022,77590.0,389.0,12.0,1.0,0,1.0,Ukjent,Vestland,1,BILN AS,0,189900.0,195112,5212,https://www.finn.no/mobility/item/450427160
Nissan Leaf,2020,64363.0,385.0,12.0,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,PANORAMA AUTO AS,0,173900.0,179108,5208,https://www.finn.no/mobility/item/444938061
Nissan Leaf,2023,35998.0,395.0,18.6,1.0,0,1.0,N-Connecta,Oslo/Akershus,1,Mobile Drammen AS,0,238900.0,244105,5205,https://www.finn.no/mobility/item/452531428
Nissan Leaf,2014,140000.0,270.0,2.933333333333333,1.0,0,0.0,Tekna,Vestland,1,Sande Auto Vest AS,0,29000.0,34161,5161,https://www.finn.no/mobility/item/445278384
Nissan Leaf,2012,134000.0,270.0,1.1666666666666667,4.0,0,0.0,Ukjent,Oslo/Akershus,0,,0,16942.0,22090,5148,https://www.finn.no/mobility/item/451528522
Nissan Leaf,2019,54800.0,270.0,12.0,2.0,0,0.0,Ukjent,Oslo/Akershus,1,DRIVEMAC AS,0,139990.0,145035,5045,https://www.finn.no/mobility/item/433308570
Nissan Leaf,2018,124500.0,270.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,Motorhead Auto AS,0,109000.0,114030,5030,https://www.finn.no/mobility/item/450570852
Nissan Leaf,2016,102000.0,149.0,12.0,1.0,0,1.0,Ukjent,Annet,1,Åsane Bil AS,0,51942.0,56934,4992,https://www.finn.no/mobility/item/448050477
Nissan Leaf,2014,256000.0,120.0,23.933333333333334,1.0,0,0.0,Ukjent,Annet,0,,0,26942.0,31906,4964,https://www.finn.no/mobility/item/452487759
Nissan Leaf,2020,87000.0,270.0,12.0,2.0,0,0.0,Tekna,Annet,1,RO AUTO AS,0,144900.0,149859,4959,https://www.finn.no/mobility/item/447647058
Nissan Leaf,2012,121000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,Auksjonen.No AS,0,21942.0,26869,4927,https://www.finn.no/mobility/item/453458451
Nissan Leaf,2021,43400.0,385.0,12.0,1.0,0,1.0,Tekna,Vestland,1,AutoSwap AS,0,199800.0,204698,4898,https://www.finn.no/mobility/item/446504974
Nissan Leaf,2019,99850.0,270.0,8.666666666666666,1.0,0,1.0,Ukjent,Vestfold/Telemark,0,,0,114432.0,119330,4898,https://www.finn.no/mobility/item/445804901
Nissan Leaf,2020,96000.0,385.0,12.0,1.0,0,1.0,Ukjent,Vestland,1,Flesland Bil AS,0,165900.0,170782,4882,https://www.finn.no/mobility/item/445328242
Nissan Leaf,2014,79000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,Hadeland Bil AS,0,41942.0,46777,4835,https://www.finn.no/mobility/item/448062942
Nissan Leaf,2023,41388.0,395.0,12.033333333333331,1.0,0,1.0,N-Connecta,Oslo/Akershus,1,Mobile Skøyen AS,0,238900.0,243729,4829,https://www.finn.no/mobility/item/453423697
Nissan Leaf,2016,165000.0,250.0,19.066666666666663,4.0,0,0.0,Ukjent,Vestland,0,,0,45532.0,50323,4791,https://www.finn.no/mobility/item/451281166
Nissan Leaf,2022,9723.0,278.0,12.0,1.0,0,1.0,Ukjent,Sørlandet,1,Gumpen Motor,0,199000.0,203778,4778,https://www.finn.no/mobility/item/452956303
Nissan Leaf,2013,134000.0,60.0,15.1,1.0,0,0.0,Ukjent,Østfold,1,BILER ZDRAVKOVIC,0,29942.0,34704,4762,https://www.finn.no/mobility/item/449481302
Nissan Leaf,2023,30000.0,396.0,12.0,2.0,0,0.0,Ukjent,Vestland,1,Autonett Bergen AS,0,239900.0,244644,4744,https://www.finn.no/mobility/item/452775207
Nissan Leaf,2023,78012.0,395.0,11.3,1.0,0,1.0,Ukjent,Oslo/Akershus,1,Birger N. Haug Ski,0,219900.0,224630,4730,https://www.finn.no/mobility/item/453065682
Nissan Leaf,2021,103500.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,GARDERMOEN BILSENTER AS,0,138800.0,143521,4721,https://www.finn.no/mobility/item/450735939
Nissan Leaf,2018,162000.0,270.0,21.5,2.0,0,0.0,Ukjent,Annet,0,,0,84532.0,89205,4673,https://www.finn.no/mobility/item/444983194
Nissan Leaf,2020,88000.0,270.0,18.2,1.0,0,0.0,Ukjent,Annet,0,,0,139000.0,143670,4670,https://www.finn.no/mobility/item/426670130
Nissan Leaf,2017,90000.0,270.0,22.7,1.0,0,1.0,Ukjent,Annet,1,LANGHUS BIL OG KAROSSERI AS,0,79999.0,84663,4664,https://www.finn.no/mobility/item/446113284
Nissan Leaf,2018,111580.0,270.0,12.0,1.0,0,1.0,N-Connecta,Annet,1,AUTO RS AS,0,114900.0,119558,4658,https://www.finn.no/mobility/item/383368784
Nissan Leaf,2021,52390.0,385.0,12.0,1.0,0,1.0,Ukjent,Annet,1,AUTOLINKS AS,0,196000.0,200572,4572,https://www.finn.no/mobility/item/440088354
Nissan Leaf,2019,100300.0,280.0,12.0,2.0,0,1.0,Ukjent,Østfold,1,Sandvika Bil AS,0,119000.0,123520,4520,https://www.finn.no/mobility/item/448220058
Nissan Leaf,2016,71250.0,270.0,12.0,2.0,0,0.0,Ukjent,Østfold,1,Ernø Auto AS,0,58700.0,63219,4519,https://www.finn.no/mobility/item/452634168
Nissan Leaf,2020,76530.0,270.0,7.866666666666666,1.0,0,0.0,Ukjent,Annet,0,,0,144532.0,149002,4470,https://www.finn.no/mobility/item/451401733
Nissan Leaf,2021,135000.0,385.0,-5.733333333333333,1.0,0,0.0,Ukjent,Annet,0,,0,139434.0,143862,4428,https://www.finn.no/mobility/item/402468999
Nissan Leaf,2022,32381.0,278.0,1.6333333333333333,1.0,0,1.0,Tekna,Oslo/Akershus,1,Mobile Drammen AS,0,179900.0,184292,4392,https://www.finn.no/mobility/item/452530334
Nissan Leaf,2018,112000.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,DAYTONA AUTO AS,0,109900.0,114291,4391,https://www.finn.no/mobility/item/448284588
Nissan Leaf,2021,80000.0,385.0,12.0,2.0,0,1.0,Ukjent,Oslo/Akershus,1,Oslo Bilsenter AS,0,178000.0,182349,4349,https://www.finn.no/mobility/item/447109187
Nissan Leaf,2020,39900.0,270.0,7.2,1.0,0,1.0,Tekna,Annet,0,,0,154900.0,159242,4342,https://www.finn.no/mobility/item/443360380
Nissan Leaf,2018,47632.0,270.0,12.0,1.0,0,1.0,Tekna,Sørlandet,1,AUTO COMPANY AS,0,129900.0,134229,4329,https://www.finn.no/mobility/item/453473663
Nissan Leaf,2017,40300.0,250.0,12.0,1.0,0,1.0,Tekna,Annet,1,Rebil,0,85000.0,89299,4299,https://www.finn.no/mobility/item/451700536
Nissan Leaf,2023,25765.0,395.0,13.733333333333333,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,Møller Bil Tønsberg,0,239000.0,243287,4287,https://www.finn.no/mobility/item/450427542
Nissan Leaf,2013,187402.0,270.0,12.033333333333331,1.0,0,0.0,Ukjent,Rogaland,0,,0,21942.0,26225,4283,https://www.finn.no/mobility/item/453311824
Nissan Leaf,2022,43508.0,385.0,12.0,2.0,0,1.0,Ukjent,Oslo/Akershus,1,RSA BIL Oslo,0,214900.0,219155,4255,https://www.finn.no/mobility/item/447348827
Nissan Leaf,2014,90455.0,270.0,12.0,2.0,0,0.0,Ukjent,Oslo/Akershus,1,Oslo Varebil Spesialisten AS,0,39500.0,43740,4240,https://www.finn.no/mobility/item/445131951
Nissan Leaf,2017,81000.0,250.0,12.0,1.0,0,1.0,Ukjent,Østfold,1,Sørlie Bil AS,0,65000.0,69189,4189,https://www.finn.no/mobility/item/449810986
Nissan Leaf,2015,87000.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,DAYTONA BILSENTER AS,0,55900.0,60073,4173,https://www.finn.no/mobility/item/447480928
Nissan Leaf,2022,63000.0,270.0,5.0,1.0,0,1.0,Ukjent,Annet,0,,0,174532.0,178688,4156,https://www.finn.no/mobility/item/445441910
Nissan Leaf,2019,148900.0,270.0,12.0,1.0,0,0.0,Ukjent,Vestland,1,Auto Kompetanse AS,0,97500.0,101652,4152,https://www.finn.no/mobility/item/452499520
Nissan Leaf,2018,128300.0,270.0,0.9,2.0,0,0.0,Ukjent,Østfold,1,CAR CONNECT AS,0,99900.0,104039,4139,https://www.finn.no/mobility/item/446607563
Nissan Leaf,2019,99429.0,385.0,12.0,1.0,0,0.0,Tekna,Annet,0,,0,158532.0,162661,4129,https://www.finn.no/mobility/item/451690348
Nissan Leaf,2021,79518.0,270.0,8.566666666666666,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,Mobile Bø AS,0,149900.0,154019,4119,https://www.finn.no/mobility/item/451464875
Nissan Leaf,2015,191600.0,270.0,16.633333333333333,1.0,0,0.0,Ukjent,Rogaland,0,,0,34532.0,38648,4116,https://www.finn.no/mobility/item/452692153
Nissan Leaf,2022,24400.0,295.0,12.0,1.0,0,1.0,Ukjent,Annet,1,GOL AUTO AS,0,179000.0,183002,4002,https://www.finn.no/mobility/item/442869536
Nissan Leaf,2022,22127.0,285.0,8.266666666666667,1.0,0,1.0,Ukjent,Oslo/Akershus,1,Mobile Drammen AS,0,167900.0,171882,3982,https://www.finn.no/mobility/item/452530617
Nissan Leaf,2012,170000.0,270.0,8.033333333333333,2.0,0,0.0,Ukjent,Annet,0,,0,21942.0,25894,3952,https://www.finn.no/mobility/item/450597307
Nissan Leaf,2019,115400.0,270.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,Stavanger Autosalg AS,0,119000.0,122922,3922,https://www.finn.no/mobility/item/451332988
Nissan Leaf,2014,78000.0,270.0,12.0,2.0,0,0.0,Ukjent,Rogaland,1,N-Auto,0,39900.0,43791,3891,https://www.finn.no/mobility/item/450618042
Nissan Leaf,2019,70225.0,270.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,BILTEKNIKK 1 AS,0,129900.0,133768,3868,https://www.finn.no/mobility/item/448705431
Nissan Leaf,2023,10200.0,385.0,12.0,1.0,0,1.0,Ukjent,Nord-Norge,1,Auto 8-8 Imaas,0,269900.0,273747,3847,https://www.finn.no/mobility/item/450582784
Nissan Leaf,2016,84895.0,160.0,8.0,2.0,0,1.0,Ukjent,Østfold,1,Japan Auto AS,0,52000.0,55816,3816,https://www.finn.no/mobility/item/441171216
Nissan Leaf,2017,130000.0,200.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,LOYAL AUTO AS,0,59000.0,62801,3801,https://www.finn.no/mobility/item/452869681
Nissan Leaf,2016,106000.0,270.0,23.33333333333333,4.0,0,0.0,Acenta,Oslo/Akershus,0,,0,53532.0,57236,3704,https://www.finn.no/mobility/item/452713190
Nissan Leaf,2015,137500.0,270.0,12.0,2.0,0,0.0,Ukjent,Østfold,1,ROLVSØY BILSALG,0,44000.0,47687,3687,https://www.finn.no/mobility/item/438259885
Nissan Leaf,2012,92500.0,90.0,3.933333333333333,2.0,0,0.0,Ukjent,Østfold,1,Rebil Salgshjelp,0,31900.0,35571,3671,https://www.finn.no/mobility/item/442278760
Nissan Leaf,2017,168000.0,270.0,15.1,1.0,0,0.0,Ukjent,Annet,0,,0,52532.0,56188,3656,https://www.finn.no/mobility/item/453309741
Nissan Leaf,2015,80000.0,166.0,11.233333333333333,2.0,0,0.0,Ukjent,Rogaland,0,,0,53732.0,57377,3645,https://www.finn.no/mobility/item/447827971
Nissan Leaf,2013,156800.0,270.0,12.0,3.0,0,0.0,Ukjent,Vestfold/Telemark,1,Telemark Bilutsalg AS,0,24900.0,28520,3620,https://www.finn.no/mobility/item/451126986
Nissan Leaf,2012,160000.0,60.0,-18.7,1.0,0,0.0,Ukjent,Annet,0,,0,13942.0,17558,3616,https://www.finn.no/mobility/item/448880489
Nissan Leaf,2018,112000.0,270.0,7.0,2.0,0,0.0,Ukjent,Østfold,0,,0,104434.0,107970,3536,https://www.finn.no/mobility/item/420776811
Nissan Leaf,2013,134215.0,270.0,0.5666666666666667,2.0,0,0.0,Ukjent,Oslo/Akershus,0,,0,16942.0,20445,3503,https://www.finn.no/mobility/item/453401055
Nissan Leaf,2020,75000.0,270.0,12.0,2.0,0,1.0,Ukjent,Østfold,1,Dahles Auto Moss AS,0,144900.0,148401,3501,https://www.finn.no/mobility/item/442570576
Nissan Leaf,2020,46909.0,270.0,0.0333333333333333,2.0,0,1.0,Ukjent,Vestfold/Telemark,1,Mobile Bø AS,0,158900.0,162385,3485,https://www.finn.no/mobility/item/441508099
Nissan Leaf,2015,93700.0,270.0,12.0,2.0,0,0.0,Ukjent,Rogaland,1,ROGALAND BIL AS,0,55000.0,58432,3432,https://www.finn.no/mobility/item/444871462
Nissan Leaf,2016,120000.0,270.0,13.933333333333334,1.0,0,0.0,Tekna,Annet,1,Birger N. Haug Outlet Rud,0,48900.0,52331,3431,https://www.finn.no/mobility/item/450430726
Nissan Leaf,2020,70305.0,385.0,9.566666666666666,1.0,0,0.0,N-Connecta,Annet,1,Birger N. Haug AS avd Gardermoen Outlet,0,179900.0,183303,3403,https://www.finn.no/mobility/item/452823629
Nissan Leaf,2017,103700.0,270.0,11.766666666666667,3.0,0,0.0,Tekna,Oslo/Akershus,1,Bilnor Outlet,0,55000.0,58383,3383,https://www.finn.no/mobility/item/453415743
Nissan Leaf,2021,17600.0,270.0,16.966666666666665,2.0,0,1.0,Ukjent,Vestland,1,Møller Bil Bruktbilsenter Bergen,0,179900.0,183203,3303,https://www.finn.no/mobility/item/452349294
Nissan Leaf,2020,29300.0,270.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,Broom Bil AS,0,159800.0,163097,3297,https://www.finn.no/mobility/item/451550613
Nissan Leaf,2022,62000.0,285.0,12.0,1.0,0,1.0,Ukjent,Sørlandet,1,Premium Auto AS,0,169000.0,172221,3221,https://www.finn.no/mobility/item/452990764
Nissan Leaf,2019,119171.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,GOL AUTO AS,0,119000.0,122218,3218,https://www.finn.no/mobility/item/452933021
Nissan Leaf,2020,105860.0,385.0,-0.1333333333333333,4.0,0,0.0,Ukjent,Oslo/Akershus,0,,0,159532.0,162740,3208,https://www.finn.no/mobility/item/450804957
Nissan Leaf,2014,55000.0,270.0,12.0,1.0,0,0.0,Ukjent,Annet,1,BilYard AS,0,49900.0,53084,3184,https://www.finn.no/mobility/item/451816190
Nissan Leaf,2020,109000.0,270.0,24.066666666666663,1.0,0,1.0,Ukjent,Vestland,1,Birger N Haug AS avd Røyken,0,124900.0,128001,3101,https://www.finn.no/mobility/item/453501608
Nissan Leaf,2014,164000.0,270.0,12.0,2.0,0,0.0,Ukjent,Rogaland,1,UNIBIL AS avd. Stavanger,0,35000.0,38086,3086,https://www.finn.no/mobility/item/452079606
Nissan Leaf,2012,145532.0,270.0,12.0,2.0,0,0.0,Ukjent,Østfold,1,DIAMANT BILPLEIE & BILSALG AS,0,29999.0,33063,3064,https://www.finn.no/mobility/item/435030178
Nissan Leaf,2017,121900.0,250.0,11.433333333333334,1.0,0,1.0,Ukjent,Sørlandet,1,ELBILFORMIDLING AS,0,59900.0,62962,3062,https://www.finn.no/mobility/item/448698658
Nissan Leaf,2022,50590.0,285.0,8.6,1.0,0,1.0,Visia,Vestland,1,Mobile Hønefoss AS,0,169000.0,172052,3052,https://www.finn.no/mobility/item/439114297
Nissan Leaf,2011,116000.0,100.0,12.0,2.0,0,1.0,Ukjent,Rogaland,1,Autoleverandøren AS,0,25000.0,28010,3010,https://www.finn.no/mobility/item/448696931
Nissan Leaf,2022,91500.0,285.0,9.333333333333334,1.0,0,1.0,Ukjent,Oslo/Akershus,1,CARSTORE OUTLET,0,159900.0,162904,3004,https://www.finn.no/mobility/item/452930828
Nissan Leaf,2016,58660.0,270.0,12.0,1.0,0,1.0,Ukjent,Annet,1,ASKER BRUKTBIL AS,0,64729.0,67723,2994,https://www.finn.no/mobility/item/443806803
Nissan Leaf,2022,29728.0,396.0,12.0,1.0,0,1.0,e+,Sørlandet,1,Gumpen Motor,0,229000.0,231973,2973,https://www.finn.no/mobility/item/452959306
