finn_id,title,url,price_cleaned,year_cleaned,mileage_cleaned,battery_capacity_cleaned,effect_cleaned,months_to_eu_cleaned,owners_cleaned,has_condition_issue,first_seen_date
451920189,Nissan Leaf,https://www.finn.no/mobility/item/451920189,144532.0,2020,22750,40.0,150.0,19.933333333333334,2.0,0,2026-03-02
451617666,Nissan Leaf,https://www.finn.no/mobility/item/451617666,109000.0,2018,104200,39.0,149.0,12.0,2.0,0,2026-03-02
451611149,Nissan Leaf,https://www.finn.no/mobility/item/451611149,219800.0,2024,26900,40.0,150.0,12.0,2.0,0,2026-03-02
451438230,Nissan Leaf,https://www.finn.no/mobility/item/451438230,159532.0,2020,58589,40.0,150.0,24.2,2.0,0,2026-03-02
451418086,Nissan Leaf,https://www.finn.no/mobility/item/451418086,89532.0,2018,156544,40.0,150.0,16.666666666666668,8.0,0,2026-03-02
451342778,Nissan Leaf,https://www.finn.no/mobility/item/451342778,229000.0,2022,26700,62.0,218.0,12.0,2.0,0,2026-03-02
451307221,Nissan Leaf,https://www.finn.no/mobility/item/451307221,179000.0,2021,84961,62.0,218.0,12.0,2.0,0,2026-03-02
442523970,Nissan Leaf,https://www.finn.no/mobility/item/442523970,123434.0,2018,42011,40.0,150.0,23.3,1.0,0,2026-03-02
442718961,Nissan Leaf,https://www.finn.no/mobility/item/442718961,39900.0,2012,125219,24.0,109.0,8.3,7.0,0,2026-03-02
450917952,Nissan Leaf,https://www.finn.no/mobility/item/450917952,189000.0,2022,43900,39.0,149.0,12.0,2.0,0,2026-03-02
450822972,Nissan Leaf,https://www.finn.no/mobility/item/450822972,199532.0,2020,84573,62.0,215.0,7.5,2.0,0,2026-03-02
450789584,Nissan Leaf,https://www.finn.no/mobility/item/450789584,219900.0,2023,19000,40.0,150.0,12.0,2.0,0,2026-03-02
448353301,Nissan Leaf,https://www.finn.no/mobility/item/448353301,133532.0,2018,86500,40.0,150.0,22.9,2.0,0,2026-03-02
452832605,Nissan Leaf,https://www.finn.no/mobility/item/452832605,29432.0,2016,182000,40.0,109.0,12.0,2.0,0,2026-03-02
452510185,Nissan Leaf,https://www.finn.no/mobility/item/452510185,99532.0,2018,95817,40.0,150.0,12.0,2.0,0,2026-03-02
452422651,Nissan Leaf,https://www.finn.no/mobility/item/452422651,109432.0,2020,164000,40.0,215.0,12.0,2.0,0,2026-03-02
452421604,Nissan Leaf,https://www.finn.no/mobility/item/452421604,89432.0,2018,173000,40.0,150.0,12.0,2.0,0,2026-03-02
452694919,Nissan Leaf,https://www.finn.no/mobility/item/452694919,79532.0,2017,86000,30.0,109.0,13.9,3.0,0,2026-03-02
450382567,Nissan Leaf,https://www.finn.no/mobility/item/450382567,210000.0,2023,70393,59.0,218.0,21.966666666666665,1.0,0,2026-03-02
453299471,Nissan Leaf,https://www.finn.no/mobility/item/453299471,133532.0,2018,80523,40.0,150.0,24.2,2.0,0,2026-03-02
453270701,Nissan Leaf,https://www.finn.no/mobility/item/453270701,79000.0,2017,79500,30.0,109.0,14.1,1.0,0,2026-03-02
308692366,Nissan Leaf,https://www.finn.no/mobility/item/308692366,138000.0,2019,45265,40.0,150.0,18.033333333333335,2.0,0,2026-03-02
453090718,Nissan Leaf,https://www.finn.no/mobility/item/453090718,124532.0,2018,77145,40.0,150.0,23.666666666666668,1.0,0,2026-03-02
450996044,Nissan Leaf,https://www.finn.no/mobility/item/450996044,69000.0,2016,96400,30.0,109.0,21.266666666666666,2.0,0,2026-03-02
451046761,Nissan Leaf,https://www.finn.no/mobility/item/451046761,99532.0,2018,86000,40.0,150.0,7.033333333333333,1.0,0,2026-03-02
442895361,Nissan Leaf,https://www.finn.no/mobility/item/442895361,189900.0,2020,61058,62.0,215.0,9.533333333333333,2.0,0,2026-03-02
453028925,Nissan Leaf,https://www.finn.no/mobility/item/453028925,129532.0,2020,65200,40.0,150.0,12.4,3.0,0,2026-03-02
453003833,Nissan Leaf,https://www.finn.no/mobility/item/453003833,69900.0,2018,195700,40.0,150.0,12.0,2.0,0,2026-03-02
452978243,Nissan Leaf,https://www.finn.no/mobility/item/452978243,72532.0,2017,88500,40.0,109.0,12.0,2.0,0,2026-03-02
452900621,Nissan Leaf,https://www.finn.no/mobility/item/452900621,84532.0,2018,236100,40.0,150.0,7.233333333333333,1.0,0,2026-03-02
452709391,Nissan Leaf,https://www.finn.no/mobility/item/452709391,69000.0,2016,112000,30.0,109.0,21.0,2.0,0,2026-03-02
452694845,Nissan Leaf,https://www.finn.no/mobility/item/452694845,169800.0,2022,37066,40.0,150.0,9.3,2.0,0,2026-03-02
451432023,Nissan Leaf,https://www.finn.no/mobility/item/451432023,84432.0,2017,54300,30.0,109.0,11.133333333333333,2.0,0,2026-03-02
452602505,Nissan Leaf,https://www.finn.no/mobility/item/452602505,19942.0,2012,127300,40.0,109.0,12.0,2.0,0,2026-03-02
452491288,Nissan Leaf,https://www.finn.no/mobility/item/452491288,139982.0,2019,44817,40.0,150.0,19.2,1.0,0,2026-03-02
452442144,Nissan Leaf,https://www.finn.no/mobility/item/452442144,128800.0,2020,132200,40.0,150.0,12.0,1.0,0,2026-03-02
452378889,Nissan Leaf,https://www.finn.no/mobility/item/452378889,189000.0,2022,28500,40.0,150.0,12.0,1.0,0,2026-03-02
452369425,Nissan Leaf,https://www.finn.no/mobility/item/452369425,229900.0,2021,25943,62.0,215.0,12.0,2.0,0,2026-03-02
445913769,Nissan Leaf,https://www.finn.no/mobility/item/445913769,227900.0,2022,35929,59.0,218.0,10.033333333333333,2.0,0,2026-03-02
378301609,Nissan Leaf,https://www.finn.no/mobility/item/378301609,230129.0,2021,65843,62.0,215.0,15.9,6.0,0,2026-03-02
452253479,Nissan Leaf,https://www.finn.no/mobility/item/452253479,64499.0,2016,89300,40.0,109.0,2.6666666666666665,2.0,0,2026-03-02
452235757,Nissan Leaf,https://www.finn.no/mobility/item/452235757,49000.0,2015,99852,24.0,109.0,16.166666666666668,3.0,0,2026-03-02
452054395,Nissan Leaf,https://www.finn.no/mobility/item/452054395,130000.0,2019,100800,40.0,150.0,12.533333333333333,2.0,0,2026-03-02
451953016,Nissan Leaf,https://www.finn.no/mobility/item/451953016,189000.0,2022,50909,39.0,150.0,0.7333333333333333,2.0,0,2026-03-02
451861015,Nissan Leaf,https://www.finn.no/mobility/item/451861015,38000.0,2013,83000,24.0,109.0,8.3,14.0,0,2026-03-02
451807368,Nissan Leaf,https://www.finn.no/mobility/item/451807368,164500.0,2022,17350,39.0,150.0,8.333333333333334,2.0,0,2026-03-02
451774836,Nissan Leaf,https://www.finn.no/mobility/item/451774836,155000.0,2020,77100,39.0,149.0,12.0,2.0,0,2026-03-02
451717766,Nissan Leaf,https://www.finn.no/mobility/item/451717766,119532.0,2018,104580,40.0,150.0,8.066666666666666,3.0,0,2026-03-02
451633192,Nissan Leaf,https://www.finn.no/mobility/item/451633192,89000.0,2018,145000,40.0,150.0,12.0,2.0,0,2026-03-02
451615478,Nissan Leaf,https://www.finn.no/mobility/item/451615478,219000.0,2024,37000,39.0,150.0,12.0,2.0,0,2026-03-02
449332859,Nissan Leaf,https://www.finn.no/mobility/item/449332859,30442.0,2012,99613,40.0,109.0,16.0,3.0,0,2026-03-02
451605722,Nissan Leaf,https://www.finn.no/mobility/item/451605722,239532.0,2022,39250,62.0,215.0,7.9,1.0,0,2026-03-02
451528522,Nissan Leaf,https://www.finn.no/mobility/item/451528522,16942.0,2012,134000,40.0,109.0,1.2,4.0,0,2026-03-02
451546128,Nissan Leaf,https://www.finn.no/mobility/item/451546128,84532.0,2018,153500,40.0,150.0,7.033333333333333,3.0,0,2026-03-02
451505032,Nissan Leaf,https://www.finn.no/mobility/item/451505032,179000.0,2022,10000,39.0,150.0,10.033333333333333,2.0,0,2026-03-02
451376591,Nissan Leaf,https://www.finn.no/mobility/item/451376591,19942.0,2013,110066,40.0,109.0,-0.4666666666666667,3.0,0,2026-03-02
451333967,Nissan Leaf,https://www.finn.no/mobility/item/451333967,119000.0,2018,116945,40.0,150.0,17.9,2.0,0,2026-03-02
450878359,Nissan Leaf,https://www.finn.no/mobility/item/450878359,139500.0,2022,58000,40.0,150.0,12.0,2.0,0,2026-03-02
450818043,Nissan Leaf,https://www.finn.no/mobility/item/450818043,124532.0,2019,140000,40.0,150.0,12.9,1.0,0,2026-03-02
450755482,Nissan Leaf,https://www.finn.no/mobility/item/450755482,134532.0,2020,153948,62.0,150.0,8.933333333333334,2.0,0,2026-03-02
450680179,Nissan Leaf,https://www.finn.no/mobility/item/450680179,149000.0,2021,95045,40.0,150.0,12.0,2.0,0,2026-03-02
438586342,Nissan Leaf,https://www.finn.no/mobility/item/438586342,169434.0,2021,27500,40.0,150.0,21.7,1.0,0,2026-03-02
450448978,Nissan Leaf,https://www.finn.no/mobility/item/450448978,179000.0,2022,16000,39.0,150.0,10.033333333333333,2.0,0,2026-03-02
450427542,Nissan Leaf,https://www.finn.no/mobility/item/450427542,239000.0,2023,25765,59.0,218.0,13.766666666666667,2.0,0,2026-03-02
447924621,Nissan Leaf,https://www.finn.no/mobility/item/447924621,30242.0,2013,113015,24.0,109.0,11.133333333333333,1.0,0,2026-03-02
446552805,Nissan Leaf,https://www.finn.no/mobility/item/446552805,28942.0,2012,86000,40.0,109.0,17.866666666666667,8.0,0,2026-03-02
450411430,Nissan Leaf,https://www.finn.no/mobility/item/450411430,269000.0,2024,20818,59.0,218.0,23.833333333333332,2.0,0,2026-03-02
450275517,Nissan Leaf,https://www.finn.no/mobility/item/450275517,172900.0,2022,19889,39.0,150.0,9.266666666666667,2.0,0,2026-03-02
450141287,Nissan Leaf,https://www.finn.no/mobility/item/450141287,189900.0,2022,97500,62.0,218.0,12.0,1.0,0,2026-03-02
450069228,Nissan Leaf,https://www.finn.no/mobility/item/450069228,184532.0,2022,22000,39.0,150.0,8.4,1.0,0,2026-03-02
444717268,Nissan Leaf,https://www.finn.no/mobility/item/444717268,134532.0,2021,158000,62.0,218.0,20.0,2.0,0,2026-03-02
375660307,Nissan Leaf,https://www.finn.no/mobility/item/375660307,90305.0,2018,162000,40.0,150.0,0.8333333333333334,2.0,0,2026-03-02
449518725,Nissan Leaf,https://www.finn.no/mobility/item/449518725,238000.0,2024,19000,40.0,150.0,12.0,1.0,0,2026-03-02
449344088,Nissan Leaf,https://www.finn.no/mobility/item/449344088,218900.0,2024,20269,39.0,150.0,25.166666666666668,2.0,0,2026-03-02
444288427,Nissan Leaf,https://www.finn.no/mobility/item/444288427,199900.0,2022,51000,62.0,215.0,3.5,2.0,0,2026-03-02
449156626,Nissan Leaf,https://www.finn.no/mobility/item/449156626,39982.0,2015,137885,24.0,109.0,8.966666666666667,3.0,0,2026-03-02
448810598,Nissan Leaf,https://www.finn.no/mobility/item/448810598,145000.0,2018,42500,40.0,150.0,2.8333333333333335,2.0,0,2026-03-02
448950023,Nissan Leaf,https://www.finn.no/mobility/item/448950023,169532.0,2020,53714,62.0,215.0,6.733333333333333,1.0,0,2026-03-02
448710392,Nissan Leaf,https://www.finn.no/mobility/item/448710392,95000.0,2018,110000,40.0,150.0,3.966666666666667,2.0,0,2026-03-02
448810420,Nissan Leaf,https://www.finn.no/mobility/item/448810420,198900.0,2022,33871,39.0,150.0,10.066666666666666,2.0,0,2026-03-02
435277285,Nissan Leaf,https://www.finn.no/mobility/item/435277285,175000.0,2019,79274,62.0,215.0,17.166666666666668,2.0,0,2026-03-02
448370837,Nissan Leaf,https://www.finn.no/mobility/item/448370837,159000.0,2020,29000,40.0,150.0,12.0,1.0,0,2026-03-02
448261467,Nissan Leaf,https://www.finn.no/mobility/item/448261467,128900.0,2018,77000,40.0,150.0,12.0,2.0,0,2026-03-02
448213637,Nissan Leaf,https://www.finn.no/mobility/item/448213637,228900.0,2024,17869,39.0,150.0,28.433333333333334,2.0,0,2026-03-02
448115893,Nissan Leaf,https://www.finn.no/mobility/item/448115893,94990.0,2018,151000,40.0,150.0,12.0,1.0,0,2026-03-02
447754681,Nissan Leaf,https://www.finn.no/mobility/item/447754681,79532.0,2018,203669,40.0,150.0,19.4,1.0,0,2026-03-02
447680388,Nissan Leaf,https://www.finn.no/mobility/item/447680388,38942.0,2014,173000,24.0,109.0,12.0,2.0,0,2026-03-02
447348827,Nissan Leaf,https://www.finn.no/mobility/item/447348827,214900.0,2022,43508,62.0,217.0,12.0,2.0,0,2026-03-02
436036800,Nissan Leaf,https://www.finn.no/mobility/item/436036800,179000.0,2021,43000,62.0,215.0,12.6,4.0,0,2026-03-02
447134279,Nissan Leaf,https://www.finn.no/mobility/item/447134279,139532.0,2022,50500,40.0,150.0,22.2,2.0,0,2026-03-02
447109187,Nissan Leaf,https://www.finn.no/mobility/item/447109187,178000.0,2021,80000,62.0,218.0,12.0,2.0,0,2026-03-02
445444718,Nissan Leaf,https://www.finn.no/mobility/item/445444718,28942.0,2013,89206,24.0,109.0,16.433333333333334,7.0,0,2026-03-02
446183506,Nissan Leaf,https://www.finn.no/mobility/item/446183506,25000.0,2013,77700,40.0,109.0,6.8,2.0,0,2026-03-02
445249859,Nissan Leaf,https://www.finn.no/mobility/item/445249859,209000.0,2022,40368,39.0,150.0,9.366666666666667,2.0,0,2026-03-02
445214337,Nissan Leaf,https://www.finn.no/mobility/item/445214337,209000.0,2022,43997,39.0,150.0,9.266666666666667,2.0,0,2026-03-02
445131951,Nissan Leaf,https://www.finn.no/mobility/item/445131951,39500.0,2014,90455,40.0,109.0,12.0,2.0,0,2026-03-02
444946803,Nissan Leaf,https://www.finn.no/mobility/item/444946803,165900.0,2019,95070,40.0,218.0,12.0,2.0,0,2026-03-02
443671911,Nissan Leaf,https://www.finn.no/mobility/item/443671911,173800.0,2022,25386,39.0,150.0,9.266666666666667,2.0,0,2026-03-02
441264291,Nissan Leaf,https://www.finn.no/mobility/item/441264291,63900.0,2013,37000,24.0,109.0,15.766666666666667,1.0,0,2026-03-02
442231120,Nissan Leaf,https://www.finn.no/mobility/item/442231120,139000.0,2020,105279,40.0,150.0,12.0,1.0,0,2026-03-02
441973198,Nissan Leaf,https://www.finn.no/mobility/item/441973198,159000.0,2020,59500,40.0,150.0,12.0,2.0,0,2026-03-02
441717379,Nissan Leaf,https://www.finn.no/mobility/item/441717379,119900.0,2018,69000,40.0,150.0,12.0,1.0,0,2026-03-02
440377288,Nissan Leaf,https://www.finn.no/mobility/item/440377288,37000.0,2014,223000,40.0,109.0,12.0,2.0,0,2026-03-02
437981303,Nissan Leaf,https://www.finn.no/mobility/item/437981303,199900.0,2022,60000,59.0,217.0,12.0,2.0,0,2026-03-02
433308570,Nissan Leaf,https://www.finn.no/mobility/item/433308570,139990.0,2019,54800.0,40.0,150.0,12.0,2.0,0,2026-03-02
424551740,Nissan Leaf,https://www.finn.no/mobility/item/424551740,49000.0,2014,104000.0,40.0,109.0,12.0,2.0,0,2026-03-02
453445416,Nissan Leaf,https://www.finn.no/mobility/item/453445416,209000.0,2023,25000.0,39.0,150.0,20.2,2.0,0,2026-03-02
453110097,Nissan Leaf,https://www.finn.no/mobility/item/453110097,124532.0,2019,93600.0,40.0,150.0,15.7,2.0,0,2026-03-02
452692153,Nissan Leaf,https://www.finn.no/mobility/item/452692153,34532.0,2015,191600.0,24.0,109.0,16.666666666666668,1.0,0,2026-03-02
453414947,Nissan Leaf,https://www.finn.no/mobility/item/453414947,119000.0,2018,87000.0,40.0,150.0,12.0,2.0,0,2026-03-02
453403294,Nissan Leaf,https://www.finn.no/mobility/item/453403294,129900.0,2018,76000.0,40.0,150.0,23.3,2.0,0,2026-03-02
453358218,Nissan Leaf,https://www.finn.no/mobility/item/453358218,50942.0,2013,101600.0,40.0,109.0,14.1,2.0,0,2026-03-02
453311824,Nissan Leaf,https://www.finn.no/mobility/item/453311824,21942.0,2013,187402.0,40.0,109.0,12.066666666666666,1.0,0,2026-03-02
453232543,Nissan Leaf,https://www.finn.no/mobility/item/453232543,38995.0,2014,108000.0,40.0,109.0,12.266666666666667,5.0,0,2026-03-02
452987687,Nissan Leaf,https://www.finn.no/mobility/item/452987687,21942.0,2013,154475.0,40.0,109.0,12.0,2.0,0,2026-03-02
452943374,Nissan Leaf,https://www.finn.no/mobility/item/452943374,61532.0,2015,97000.0,24.0,109.0,24.166666666666668,2.0,0,2026-03-02
452869681,Nissan Leaf,https://www.finn.no/mobility/item/452869681,59000.0,2017,130000.0,40.0,109.0,12.0,2.0,0,2026-03-02
452803254,Nissan Leaf,https://www.finn.no/mobility/item/452803254,149000.0,2019,57000.0,40.0,150.0,12.0,2.0,0,2026-03-02
394784681,Nissan Leaf,https://www.finn.no/mobility/item/394784681,59000.0,2013,120000.0,40.0,33.0,12.0,2.0,0,2026-03-02
452750335,Nissan Leaf,https://www.finn.no/mobility/item/452750335,18942.0,2014,101000.0,24.0,109.0,-0.16666666666666666,3.0,0,2026-03-02
452749952,Nissan Leaf,https://www.finn.no/mobility/item/452749952,43000.0,2018,185000.0,40.0,150.0,0.9333333333333333,1.0,0,2026-03-02
452696171,Nissan Leaf,https://www.finn.no/mobility/item/452696171,69800.0,2017,103200.0,30.0,109.0,12.0,2.0,0,2026-03-02
452577174,Nissan Leaf,https://www.finn.no/mobility/item/452577174,94999.0,2018,112800.0,40.0,150.0,6.333333333333333,2.0,0,2026-03-02
452599322,Nissan Leaf,https://www.finn.no/mobility/item/452599322,129900.0,2019,91940.0,40.0,150.0,12.0,1.0,0,2026-03-02
452575568,Nissan Leaf,https://www.finn.no/mobility/item/452575568,159000.0,2020,47500.0,40.0,150.0,0.0,2.0,0,2026-03-02
452503389,Nissan Leaf,https://www.finn.no/mobility/item/452503389,147000.0,2021,63500.0,40.0,150.0,12.0,2.0,0,2026-03-02
452441357,Nissan Leaf,https://www.finn.no/mobility/item/452441357,59532.0,2015,75000.0,40.0,109.0,23.2,2.0,0,2026-03-02
452413666,Nissan Leaf,https://www.finn.no/mobility/item/452413666,119000.0,2018,99600.0,40.0,150.0,12.0,1.0,0,2026-03-02
415626748,Nissan Leaf,https://www.finn.no/mobility/item/415626748,134434.0,2020,102000.0,40.0,150.0,3.1,1.0,0,2026-03-02
452383261,Nissan Leaf,https://www.finn.no/mobility/item/452383261,79990.0,2019,184000.0,40.0,150.0,12.0,1.0,0,2026-03-02
452257524,Nissan Leaf,https://www.finn.no/mobility/item/452257524,69900.0,2015,61361.0,24.0,109.0,10.0,2.0,0,2026-03-02
452204780,Nissan Leaf,https://www.finn.no/mobility/item/452204780,26942.0,2012,116252.0,24.0,109.0,21.633333333333333,2.0,0,2026-03-02
452087536,Nissan Leaf,https://www.finn.no/mobility/item/452087536,59532.0,2017,175000.0,30.0,109.0,19.2,1.0,0,2026-03-02
452086099,Nissan Leaf,https://www.finn.no/mobility/item/452086099,209000.0,2021,46800.0,40.0,218.0,12.0,2.0,0,2026-03-02
452079606,Nissan Leaf,https://www.finn.no/mobility/item/452079606,35000.0,2014,164000.0,40.0,33.0,12.0,2.0,0,2026-03-02
452046194,Nissan Leaf,https://www.finn.no/mobility/item/452046194,49000.0,2013,59000.0,24.0,109.0,12.0,2.0,0,2026-03-02
452021209,Nissan Leaf,https://www.finn.no/mobility/item/452021209,115900.0,2018,132000.0,40.0,150.0,12.0,2.0,0,2026-03-02
447114835,Nissan Leaf,https://www.finn.no/mobility/item/447114835,38442.0,2013,92000.0,24.0,109.0,8.966666666666667,5.0,0,2026-03-02
441485000,Nissan Leaf,https://www.finn.no/mobility/item/441485000,59000.0,2012,42500.0,24.0,109.0,16.266666666666666,1.0,0,2026-03-02
449801341,Nissan Leaf,https://www.finn.no/mobility/item/449801341,22942.0,2013,98000.0,40.0,109.0,12.966666666666667,4.0,0,2026-03-02
451951259,Nissan Leaf,https://www.finn.no/mobility/item/451951259,129900.0,2019,117000.0,40.0,150.0,12.0,2.0,0,2026-03-02
451951026,Nissan Leaf,https://www.finn.no/mobility/item/451951026,139900.0,2020,93800.0,40.0,150.0,12.0,1.0,0,2026-03-02
451919768,Nissan Leaf,https://www.finn.no/mobility/item/451919768,109000.0,2018,91900.0,40.0,150.0,12.0,2.0,0,2026-03-02
451870560,Nissan Leaf,https://www.finn.no/mobility/item/451870560,199000.0,2023,43800.0,40.0,150.0,12.0,2.0,0,2026-03-02
450965957,Nissan Leaf,https://www.finn.no/mobility/item/450965957,133532.0,2018,79000.0,40.0,150.0,6.033333333333333,2.0,0,2026-03-02
451816585,Nissan Leaf,https://www.finn.no/mobility/item/451816585,69000.0,2015,78700.0,24.0,109.0,12.0,2.0,0,2026-03-02
451760106,Nissan Leaf,https://www.finn.no/mobility/item/451760106,119000.0,2018,111600.0,40.0,150.0,12.0,1.0,0,2026-03-02
451718813,Nissan Leaf,https://www.finn.no/mobility/item/451718813,69900.0,2016,106880.0,30.0,109.0,12.0,2.0,0,2026-03-02
451550613,Nissan Leaf,https://www.finn.no/mobility/item/451550613,159800.0,2020,29300.0,40.0,150.0,12.0,2.0,0,2026-03-02
451332988,Nissan Leaf,https://www.finn.no/mobility/item/451332988,119000.0,2019,115400.0,40.0,150.0,12.0,2.0,0,2026-03-02
451247803,Nissan Leaf,https://www.finn.no/mobility/item/451247803,59000.0,2015,79500.0,24.0,150.0,12.0,2.0,0,2026-03-02
451234166,Nissan Leaf,https://www.finn.no/mobility/item/451234166,125000.0,2019,91000.0,40.0,150.0,23.466666666666665,2.0,0,2026-03-02
451169693,Nissan Leaf,https://www.finn.no/mobility/item/451169693,148432.0,2018,61778.0,40.0,150.0,7.9,2.0,0,2026-03-02
450702372,Nissan Leaf,https://www.finn.no/mobility/item/450702372,62532.0,2017,99000.0,24.0,109.0,14.1,3.0,0,2026-03-02
450618042,Nissan Leaf,https://www.finn.no/mobility/item/450618042,39900.0,2014,78000.0,40.0,109.0,12.0,2.0,0,2026-03-02
450601264,Nissan Leaf,https://www.finn.no/mobility/item/450601264,145000.0,2018,51547.0,40.0,150.0,12.0,2.0,0,2026-03-02
450559507,Nissan Leaf,https://www.finn.no/mobility/item/450559507,119532.0,2018,125202.0,110.0,150.0,23.433333333333334,2.0,0,2026-03-02
